,key_id,_id,ltable_id,rtable_id,ltable_Name,ltable_Phone,ltable_Zipcode,ltable_State,ltable_City,ltable_Address,ltable_Delivery,ltable_Takeout,ltable_Outdoor_seating,rtable_Name,rtable_Phone,rtable_Zipcode,rtable_State,rtable_City,rtable_Address,rtable_Delivery,rtable_Takeout,rtable_Outdoor_seating,Label
88,89,705442,2332,3448,Shug’s Soda Fountain + Ice Cream,(206) 602-6420,98101,WA,Seattle,1525 1st Avenue,0,1,1,Benihana,(206) 682-4686,98101,WA,Seattle,1200 5th Avenue,0,1,0,0
195,196,270924,1324,1212,John’s Of Bleecker Street,(212) 243-1680,10014,NY,New York,278 Bleecker St,0,1,0,Blind Tiger,(212) 462-4682,10014,NY,New York,281 Bleecker Street,0,1,0,0
498,499,2819,191,12,Mexique,(312) 850-0288,60622,IL,Chicago,1529 W Chicago Ave,0,0,0,Piece,(773) 772-4422,60622,IL,Chicago,1927 W North Avenue,1,1,0,0
781,782,383149,2963,1877,Isa Restaurant,(415) 567-9588,94123,CA,San Francisco,3324 Steiner St,0,1,1,Isa,(415) 567-9588,94123,CA,San Francisco,3324 Steiner Street,0,0,0,1
556,557,115244,703,506,Sweet Maple Cafe,(312) 243-8908,60607,IL,Chicago,1339 W Taylor St,0,1,0,Stax Cafe,(312) 733-9871,60607,IL,Chicago,1401 W. Taylor Street,0,1,0,0
226,227,124945,509,551,Ruth’s Chris Steak House,(312) 321-2725,60654,IL,Chicago,431 N Dearborn St,0,1,0,Untitled Supper Club,(312) 880-1511,60654,IL,Chicago,111 West Kinzie Street,0,0,1,0
866,867,390650,2410,1928,b. Patisserie,(415) 440-1700,94115,CA,San Francisco,2821 California St,0,1,1,B. Patisserie,(415) 440-1700,94115,CA,San Francisco,2821 California Street,0,0,1,1
872,873,336336,3035,1540,Mama’s On Washington Square,(415) 362-6421,94133,CA,San Francisco,1701 Stockton St,0,0,0,Mama's on Washington Square,(415) 362-6421,94133,CA,San Francisco,1701 Stockton Street,0,0,0,1
87,88,427268,2974,2153,Curry Leaf,(415) 440-4293,94133,CA,San Francisco,943 Columbus Ave,0,1,1,Kennedy's Irish Pub and Curry House,(415) 441-8855,94133,CA,San Francisco,1040 Columbus Avenue,0,1,0,0
243,244,410239,3062,2036,The Yellow Submarine,(415) 681-5652,94122,CA,San Francisco,503 Irving St,0,1,0,Taco Shop at Underdogs,(415) 566-8700,94122,CA,San Francisco,1824 Irving Street,0,1,0,0
501,502,667368,2294,3297,Monsoon Seattle,(206) 325-2111,98112,WA,Seattle,615 19th Ave E,0,1,1,Monsoon,(206) 325-2111,98112,WA,Seattle,615 19th Avenue E,1,1,1,1
968,969,452784,2640,2333,La Taqueria,(415) 285-7117,94110,CA,San Francisco,2889 Mission St,0,1,1,Jasmine Tea House,(415) 826-6288,94110,CA,San Francisco,3253 Mission Street,1,1,0,0
761,762,698409,2343,3410,Blue Water Taco Grill,(206) 352-2407,98109,WA,Seattle,515 Queen Anne Ave N,0,1,1,Betty,(206) 352-3773,98109,WA,Seattle,1507 Queen Anne Avenue N,0,1,1,0
550,551,350766,2854,1661,Golden Coffee Shop,(415) 922-0537,94109,CA,San Francisco,901 Sutter St,0,1,0,Farm:Table,(415) 292-7089,94109,CA,San Francisco,754 Post Street,0,0,0,0
263,264,114029,775,500,Koko’s Mediterranean Grille,(312) 988-0088,60622,IL,Chicago,1760 W Chicago Ave,1,1,1,Hoosier Mama Pie Company,(312) 243-4846,60622,IL,Chicago,1618 1/2 Chicago Avenue,0,1,1,0
470,471,437307,3069,2230,AL’s Place,(415) 416-6136,94110,CA,San Francisco,1499 Valencia st,0,0,0,Anthony's Cookies,(415) 655-9834,94110,CA,San Francisco,1417 Valencia Street,0,1,0,0
819,820,351072,2749,1662,Jardinière,(415) 861-5555,94102,CA,San Francisco,300 Grove St,0,0,0,Jardiniere,(415) 861-5555,94102,CA,San Francisco,300 Grove Street,0,0,0,1
25,26,95888,376,414,Aje Cafe,(773) 472-2233,60657,IL,Chicago,2942 N Clark St,0,1,0,Kanela Breakfast Club,(773) 248-1622,60657,IL,Chicago,3231 N. Clark Street,1,1,0,0
995,996,158140,827,726,Eleven Madison Park,(212) 889-0905,10010,NY,New York,11 Madison Ave,0,0,0,Eleven Madison Park,(212) 889-0905,10010,NY,New York,11 Madison Avenue,0,0,0,1
175,176,148944,243,678,Beatrix River North,(312) 284-1377,60654,IL,Chicago,519 North Clark Street,0,1,1,Green Door Tavern,(312) 664-5496,60654,IL,Chicago,678 N Orleans Street,0,1,0,0
807,808,16205,715,70,Le Colonial,(312) 255-0088,60611,IL,Chicago,937 N Rush St,0,1,1,Pizzeria Due,(312) 943-2400,60611,IL,Chicago,619 N Wabash Avenue,1,1,0,0
1091,1092,18415,376,80,Aje Cafe,(773) 472-2233,60657,IL,Chicago,2942 N Clark St,0,1,0,Crisp,(877) 693-8653,60657,IL,Chicago,2940 N Broadway Street,1,1,0,0
145,146,405080,2488,2013,The Boy’s Deli,(415) 776-3099,94109,CA,San Francisco,2222 Polk St,0,1,0,Aux Delices,(415) 928-4977,94109,CA,San Francisco,2327 Polk Street,1,1,0,0
870,871,676935,1884,3329,Barolo Ristorante,(206) 770-9000,98101,WA,Seattle,1940 Westlake Ave,0,1,1,The Pike Brewing Company,(206) 622-6044,98101,WA,Seattle,1415 1st Avenue,0,1,0,0
468,469,685579,1879,3361,Green Leaf Vietnamese Restaurant,(206) 340-1388,98104,WA,Seattle,418 8th Ave S,0,1,0,Shanghai Garden Restaurant II,(206) 625-1688,98104,WA,Seattle,524 6th Avenue South,0,1,0,0
71,72,27153,778,118,Osteria La Madia,(312) 329-0400,60654,IL,Chicago,59 W Grand Ave,1,1,0,La Scarola,(312) 243-1740,60654,IL,Chicago,721 W. Grand Avenue,0,1,0,0
94,95,367138,3023,1771,Nabe,(415) 731-2658,94122,CA,San Francisco,1325 9th Ave,0,1,0,Nopalito,(415) 233-9966,94122,CA,San Francisco,1224 9th Avenue,0,1,1,0
56,57,16917,161,74,Sultan’s Market,(773) 235-3072,60647,IL,Chicago,2057 W North Ave,1,1,1,Sultan's Market,(773) 235-3072,60647,IL,Chicago,2057 W North Avenue,1,1,0,1
495,496,2862,302,12,Native Foods Cafe,(773) 489-8480,60622,IL,Chicago,1484 N Milwaukee Ave,0,1,1,Piece,(773) 772-4422,60622,IL,Chicago,1927 W North Avenue,1,1,0,0
136,137,50794,181,216,BIG & Little's Restaurant,(773) 857-6677,60657,IL,Chicago,1034 W Belmont Ave,1,1,1,Southport Grocery & Cafe,(773) 665-0100,60657,IL,Chicago,3552 North Southport Avenue,1,1,1,0
874,875,3532,313,13,The Publican,(312) 733-9555,60607,IL,Chicago,837 W Fulton Market,0,0,1,The Publican,(312) 733-9555,60607,IL,Chicago,837 W Fulton Market,0,0,1,1
275,276,330934,3045,1500,Yuzuki Japanese Eatery,(415) 556-9898,94110,CA,San Francisco,598 Guerrero St,0,0,0,Tartine Bakery,(415) 487-2600,94110,CA,San Francisco,600 Guerrero Street,0,1,0,0
674,675,115571,31,509,The Wormhole Coffee,(773) 661-2468,60622,IL,Chicago,1462 N Milwaukee Ave,0,1,1,The Wormhole Coffee,(773) 661-2468,60622,IL,Chicago,1462 N. Milwaukee Avenue,0,1,1,1
994,995,325542,1266,1463,ChikaLicious Dessert Bar,(212) 995-9511,10003,NY,New York,203 E 10th St,0,0,0,Jimmy's No. 43,(212) 982-3006,10003,NY,New York,43 E 7th Street,0,0,0,0
497,498,3042,775,12,Koko’s Mediterranean Grille,(312) 988-0088,60622,IL,Chicago,1760 W Chicago Ave,1,1,1,Piece,(773) 772-4422,60622,IL,Chicago,1927 W North Avenue,1,1,0,0
274,275,330894,2460,1500,Tartine Bakery & Cafe,(415) 487-2600,94110,CA,San Francisco,600 Guerrero St,0,1,1,Tartine Bakery,(415) 487-2600,94110,CA,San Francisco,600 Guerrero Street,0,1,0,1
1090,1091,18405,133,80,Crisp,(773) 697-7610,60657,IL,Chicago,2940 N Broadway Ave,1,1,0,Crisp,(877) 693-8653,60657,IL,Chicago,2940 N Broadway Street,1,1,0,1
325,326,662147,2323,3280,Duke’s Chowder House - Lake Union,(206) 382-9963,98109,WA,Seattle,901 Fairview Ave N,0,1,1,Toulouse Petit,(206) 432-9069,98109,WA,Seattle,601 Queen Anne Avenue N,0,1,0,0
221,222,378608,3074,1844,Luv a Java,(415) 401-6444,94114,CA,San Francisco,1300 Dolores St,0,1,0,Lovejoy's Antiques & Tea Room,(415) 648-5895,94114,CA,San Francisco,1351 Church Street,0,0,0,0
1064,1065,220023,1291,1009,La Maison du Macaron,(212) 243-2757,10011,NY,New York,132 W 23rd St,0,1,0,La Maison du Macaron,(212) 243-2757,10011,NY,New York,132 W 23rd Street,1,1,0,1
908,909,386271,2909,1899,Mission Banh Mi,(415) 551-1772,94110,CA,San Francisco,2200 Mission St,0,1,0,Commonwealth,(415) 355-1500,94110,CA,San Francisco,2224 Mission District Street,0,0,0,0
597,598,277224,1520,1243,Maison Premiere,(347) 335-0446,11211,NY,Brooklyn,298 Bedford Ave,0,0,1,Maison Premiere,(347) 335-0446,11211,NY,Brooklyn,298 Bedford Avenue,0,0,1,1
207,208,46936,772,197,Riccardo Trattoria,(773) 549-0038,60614,IL,Chicago,2119 N Clark St,0,1,0,Toro Sushi,(773) 348-4877,60614,IL,Chicago,2546 N Clark Street,1,1,0,0
225,226,124921,243,551,Beatrix River North,(312) 284-1377,60654,IL,Chicago,519 North Clark Street,0,1,1,Untitled Supper Club,(312) 880-1511,60654,IL,Chicago,111 West Kinzie Street,0,0,1,0
684,685,840,721,5,Friends Sushi,(312) 787-8998,60611,IL,Chicago,710 N Rush St,1,1,1,Giordano's,(312) 951-0747,60611,IL,Chicago,730 N Rush Street,1,1,1,0
708,709,189454,1097,877,Buddakan,(212) 989-6699,10011,NY,New York,75 9th Ave,0,0,0,Blue Hill,(212) 539-1776,10011,NY,New York,75 Washington Place,0,0,0,0
944,945,345301,3050,1620,That’s It Market,(415) 285-9833,94110,CA,San Francisco,2699 Mission  St,0,1,0,Gracias Madre,(415) 683-1346,94110,CA,San Francisco,2211 Mission District Street,0,1,1,0
906,907,141078,772,635,Riccardo Trattoria,(773) 549-0038,60614,IL,Chicago,2119 N Clark St,0,1,0,Pasta Palazzo,(773) 248-1400,60614,IL,Chicago,1966 N. Halsted Street,0,1,0,0
224,225,659777,2326,3271,The Kraken Bar & Lounge,(206) 522-5334,98105,WA,Seattle,5257 University Way NE,0,1,1,Portage Bay Cafe,(206) 547-8230,98105,WA,Seattle,University Inn,0,1,1,0
114,115,696690,2358,3404,Pie Bar Ballard,(206) 535-8489,98107,WA,Seattle,2218 NW Market St,0,1,0,Golden Beetle,(206) 706-2977,98107,WA,Seattle,1744 NW Market Street,0,1,0,0
885,886,204679,1025,944,Scarpetta,(212) 691-0555,10014,NY,New York,355 W 14th St,0,0,1,STK,(646) 624-2444,10014,NY,New York,26 Little West 12th Street,1,1,0,0
905,906,141068,735,635,Stella Barra Pizzeria,(773) 634-4101,60614,IL,Chicago,1954 N Halsted St,0,1,1,Pasta Palazzo,(773) 248-1400,60614,IL,Chicago,1966 N. Halsted Street,0,1,0,0
845,846,13881,727,58,Gus’s World Famous Fried Chicken,(312) 733-1971,60607,IL,Chicago,847 West Fulton Market,0,1,1,Manny's Cafeteria & Delicatessen,(312) 939-2855,60607,IL,Chicago,1141 S Jefferson Street,0,1,0,0
542,543,132117,715,586,Le Colonial,(312) 255-0088,60611,IL,Chicago,937 N Rush St,0,1,1,Nico Osteria - Thomson Hotels Chicago,(312) 994-7100,60611,IL,Chicago,1015 N. Rush Street,0,0,1,0
146,147,405090,2630,2013,Pearl’s Deluxe Burgers,(415) 409-6120,94109,CA,San Francisco,708 Post St,0,1,0,Aux Delices,(415) 928-4977,94109,CA,San Francisco,2327 Polk Street,1,1,0,0
214,215,364981,2413,1762,L’ardoise Bistro,(415) 437-2600,94114,CA,San Francisco,151 Noe St,0,0,0,La Mediterranee,(415) 431-7210,94114,CA,San Francisco,288 Noe Street,1,1,0,0
584,585,411662,2754,2051,Udupi Palace,(415) 970-8000,94110,CA,San Francisco,1007 Valencia St,1,1,0,Udupi Palace,(415) 970-8000,94110,CA,San Francisco,1007 Valencia Street,0,1,0,1
418,419,687012,2361,3366,An Nam Pho,(206) 466-2179,98115,WA,Seattle,6510 Roosevelt Way NE,0,1,0,Judy Fu's Snappy Dragon,(206) 528-5575,98115,WA,Seattle,8917 Roosevelt Way NE,1,1,0,0
608,609,183724,827,847,Eleven Madison Park,(212) 889-0905,10010,NY,New York,11 Madison Ave,0,0,0,Maialino At Gramercy Park Hotel,(212) 777-2410,10010,NY,New York,2 Lexington Avenue,0,0,0,0
280,281,6297,464,25,Bandera Restaurant,(312) 644-3524,60611,IL,Chicago,535 N Michigan Ave,0,1,0,Billy Goat Tavern,(312) 222-1525,60611,IL,Chicago,430 N Michigan Avenue,0,1,0,0
302,303,441298,2509,2249,Thai Idea Vegetarian,(415) 440-8344,94109,CA,San Francisco,710 Polk St,0,1,0,Victor's Pizzeria,(415) 885-1660,94109,CA,San Francisco,1411 Polk Street,1,1,0,0
800,801,662985,2339,3283,La Carta de Oaxaca,(206) 782-8722,98107,WA,Seattle,5431 Ballard Ave NW,0,1,1,La Carta de Oaxaca,(206) 782-8722,98107,WA,Seattle,5431 Ballard Avenue NW,0,1,1,1
281,282,16766,715,73,Le Colonial,(312) 255-0088,60611,IL,Chicago,937 N Rush St,0,1,1,Le Colonial,(312) 255-0088,60611,IL,Chicago,937 N Rush Street,0,1,1,1
687,688,379411,2810,1848,La Mediterranee,(415) 921-2956,94115,CA,San Francisco,2210 Fillmore St,1,1,1,La Mediterranee,(415) 921-2956,94115,CA,San Francisco,2210 Fillmore Street,1,1,1,1
339,340,150148,158,686,Homeslice,(312) 789-4600,60614,IL,Chicago,938 W Webster,1,1,1,Homeslice,(312) 789-4600,60614,IL,Chicago,938 W Webster Avenue,0,1,1,1
843,844,13884,790,58,Rubi’s at the New Maxwell Street Market,(773) 318-9526,60607,IL,Chicago,800 S DesPlaines St,0,1,1,Manny's Cafeteria & Delicatessen,(312) 939-2855,60607,IL,Chicago,1141 S Jefferson Street,0,1,0,0
817,818,29312,466,126,Macku Sushi,(773) 880-8012,60614,IL,Chicago,2239 N Clybourn Ave,1,1,0,Mon Ami Gabi,(773) 348-8886,60614,IL,Chicago,2300 N. Lincoln Park West,0,1,1,0
295,296,218382,1398,1002,Ramen-Ya,(212) 989-5440,10014,NY,New York,181 W 4th St,0,1,0,Extra Virgin,(212) 691-9359,10014,NY,New York,259 W 4th Street,1,1,0,0
775,776,81980,271,356,La Colombe Coffee,(312) 733-0707,60607,IL,Chicago,955 West Randolph St,0,1,0,City Winery Chicago,(312) 733-9463,60607,IL,Chicago,1200 W Randolph Street,0,0,1,0
835,836,432939,3001,2189,Stella Pastry & Cafe,(415) 986-2914,94133,CA,San Francisco,446 Columbus Ave,0,1,0,Caffe Macaroni,(415) 956-9737,94133,CA,San Francisco,59 Columbus Avenue,0,0,1,0
110,111,363856,3035,1753,Mama’s On Washington Square,(415) 362-6421,94133,CA,San Francisco,1701 Stockton St,0,0,0,Tony's Coal-Fired Pizza and Slice House,(415) 835-9888,94133,CA,San Francisco,1556 Stockton Street,0,1,1,0
220,221,378598,2967,1844,Contigo,(415) 285-0250,94114,CA,San Francisco,1320 Castro St,0,1,1,Lovejoy's Antiques & Tea Room,(415) 648-5895,94114,CA,San Francisco,1351 Church Street,0,0,0,0
789,790,70043,302,301,Native Foods Cafe,(773) 489-8480,60622,IL,Chicago,1484 N Milwaukee Ave,0,1,1,Native Foods Café,(773) 489-8480,60622,IL,Chicago,1484 N Milwaukee Avenue,1,1,1,1
594,595,650007,42,3231,The Corned Beef Factory Sandwich Shop,(312) 666-2535,60607,IL,Chicago,1009 W Lake St,1,1,1,Al's Italian Beef,(312) 226-4017,60607,IL,Chicago,1079 W Taylor Street,0,1,1,0
558,559,174466,1517,794,The Grey Dog,(212) 966-1060,10014,NY,New York,49 Carmine St,1,1,0,The Standard Grill,(212) 645-4100,10014,NY,New York,The Standard High Line,0,0,1,0
403,404,347601,2931,1643,Pork Store Cafe,(415) 864-6981,94117,CA,San Francisco,1451 Haight St,0,1,0,Blue Front Cafe,(415) 252-5917,94117,CA,San Francisco,1430 Haight Street,0,1,0,0
920,921,451731,2690,2321,Swan Oyster Depot,(415) 673-1101,94109,CA,San Francisco,1517 Polk St,0,1,0,Thai Idea Vegetarian,(415) 440-8344,94109,CA,San Francisco,710 Polk Street,0,1,0,0
120,121,400079,2650,1985,24th Street Mini Park,(415) 717-2872,94110,CA,San Francisco,24th St & York St,0,0,0,Mission Pie,(415) 282-1500,94110,CA,San Francisco,2901 Mission District Street,0,1,1,0
514,515,329571,1238,1491,Morimoto,(212) 989-8883,10011,NY,New York,88 10th Ave,0,0,0,La Bergamote Patisserie,(212) 627-9010,10011,NY,New York,177 9th Avenue,0,1,0,0
904,905,141037,562,635,Blue Door Farm Stand,(312) 265-0259,60614,IL,Chicago,2010 N Halsted St,0,1,0,Pasta Palazzo,(773) 248-1400,60614,IL,Chicago,1966 N. Halsted Street,0,1,0,0
436,437,682593,1824,3346,Serious Pie & Biscuit,(206) 436-0050,98109,WA,Seattle,401 Westlake Ave N,0,1,0,Serious Pie,(206) 436-0050,98109,WA,Seattle,401 Westlake Avenue N,0,1,0,1
892,893,393616,2597,1944,The Italian Homemade Company,(415) 655-9325,94123,CA,San Francisco,1919 Union St,0,1,0,Brazen Head,(415) 921-7600,94123,CA,San Francisco,3166 Buchanan Street,0,1,0,0
506,507,328486,1248,1482,Malatesta Trattoria,(212) 741-1207,10014,NY,New York,649 Washington St,0,1,1,Malatesta Trattoria,(212) 741-1207,10014,NY,New York,649 Washington Street,0,0,1,1
562,563,102625,414,434,Lockdown Bar &  Grill,(773) 451-5625,60622,IL,Chicago,1024 N Western Ave,1,1,1,Lockdown Bar & Grill,(773) 451-5625,60622,IL,Chicago,1024 N. Western Avenue,0,1,1,1
1057,1058,173861,1001,790,Murray’s Cheese Bar,(646) 476-8882,10014,NY,New York,264 Bleecker St,0,1,0,John's of Bleecker Street,(212) 243-1680,10014,NY,New York,278 Bleecker Street,0,1,0,0
806,807,16172,603,70,Nico Osteria,(312) 994-7100,60611,IL,Chicago,1015 N Rush St,0,0,1,Pizzeria Due,(312) 943-2400,60611,IL,Chicago,619 N Wabash Avenue,1,1,0,0
322,323,295645,1384,1335,Omar’s Kitchen & Bakery,(212) 207-8302,10022,NY,New York,154 E 55th St,1,1,0,Papillon Bistro & Bar,(212) 754-9006,10022,NY,New York,22 E 54th Street,0,1,1,0
701,702,333248,2930,1512,Dynamo Donut & Coffee,(415) 920-1978,94110,CA,San Francisco,2760 24th St,0,1,1,Delfina,(415) 552-4055,94110,CA,San Francisco,3621 18th Street,0,1,1,0
552,553,337206,2488,1550,The Boy’s Deli,(415) 776-3099,94109,CA,San Francisco,2222 Polk St,0,1,0,Swan Oyster Depot,(415) 673-1101,94109,CA,San Francisco,1517 Polk Street,0,1,0,0
898,899,253171,1062,1143,Sullivan Street Tea & Spice Company,(212) 387-8702,10012,NY,New York,"208 Sullivan St, manhattan",0,1,0,Spring Street Natural,(212) 966-0290,10012,NY,New York,62 Spring Street,1,1,1,0
430,431,340842,2600,1578,Chiotras Grocery,(415) 824-2353,94107,CA,San Francisco,858 Rhode Island St,0,1,1,21st Amendment Brewery,(415) 369-0900,94107,CA,San Francisco,563 2nd Street,0,1,1,0
144,145,665032,1854,3290,Macrina Bakery & Cafe,(206) 448-4032,98121,WA,Seattle,2408 1st Ave,0,1,1,Umi Sake House,(206) 374-8717,98121,WA,Seattle,2230 1st Avenue,0,1,0,0
630,631,455237,2811,2358,Luisa’s Pizza And Pasta,(415) 563-4043,94109,CA,San Francisco,1550 California St,0,1,1,Amelie,(415) 292-6916,94109,CA,San Francisco,1754 Polk Street,0,0,0,0
1023,1024,431205,2659,2180,Taqueria Cancún,(415) 252-9560,94110,CA,San Francisco,2288 Mission St,0,1,0,La Oaxaquena,(415) 621-5446,94110,CA,San Francisco,2128 Mission District Street,0,0,0,0
760,761,161719,947,742,Pommes Frites,(212) 674-1234,10012,NY,New York,128 Macdougal St,0,1,0,Pommes Frites,(212) 674-1234,10012,NY,New York,128 Macdougal Street,1,1,0,1
410,411,1815,422,9,Outdoor Grill,(773) 202-9980,60618,IL,Chicago,3265 N Milwaukee Ave,1,1,0,Kuma's Corner,(773) 604-8769,60618,IL,Chicago,2900 W Belmont Avenue,0,1,1,0
330,331,179007,947,818,Pommes Frites,(212) 674-1234,10012,NY,New York,128 Macdougal St,0,1,0,Mamoun's Falafel,(212) 674-8685,10012,NY,New York,119 MacDougal Street,0,1,1,0
901,902,253206,1450,1143,Il Corallo Trattoria,(212) 941-7119,10012,NY,New York,176 Prince St,1,1,0,Spring Street Natural,(212) 966-0290,10012,NY,New York,62 Spring Street,1,1,1,0
2,3,414500,2491,2063,El Farolito,(415) 824-7877,94110,CA,San Francisco,2779 Mission St,0,1,0,El Techo de Lolinda,(415) 550-6970,94110,CA,San Francisco,2518 Mission District Street,0,0,1,0
271,272,373725,2488,1806,The Boy’s Deli,(415) 776-3099,94109,CA,San Francisco,2222 Polk St,0,1,0,Miller's East Coast Deli,(415) 563-3542,94109,CA,San Francisco,1725 Polk Street,0,1,0,0
178,179,448161,2438,2299,Rosamunde Sausage Grill,(415) 437-6851,94117,CA,San Francisco,545 Haight St,1,1,0,Zona Rosa,(415) 668-7717,94117,CA,San Francisco,1797 Haight Street,0,1,0,0
606,607,137802,201,618,Toro Sushi,(773) 348-7255,60614,IL,Chicago,2546 N Clark St,0,1,0,Noodles in the Pot,(773) 975-6177,60614,IL,Chicago,2453 N. Halsted Street,1,1,1,0
1072,1073,101776,657,429,Chicago Bagel Authority,(773) 248-9606,60614,IL,Chicago,953 W Armitage Ave,1,1,1,Chicago Bagel Authority,(773) 248-9606,60614,IL,Chicago,953 W. Armitage Avenue,1,1,0,1
63,64,349090,3058,1651,Pica Pica Arepa Kitchen,(628) 400-5744,94103,CA,San Francisco,401 Valencia St,1,1,0,Little Star Pizza,(415) 551-7827,94103,CA,San Francisco,400 Valencia Street,0,1,0,0
998,999,652182,622,3240,Bricks,(312) 255-0851,60614,IL,Chicago,1909 N Lincoln Ave,1,1,0,R.J. Grunts,(773) 929-5363,60614,IL,Chicago,2056 N Lincoln Park West,1,1,0,0
503,504,77501,315,338,Wheat’s End Cafe,(773) 770-3527,60657,IL,Chicago,2873 N Broadway St,0,1,0,Bobtail Ice Cream Company,(773) 880-7372,60657,IL,Chicago,2951 North Broadway Street,0,1,1,0
607,608,137879,567,618,The Pasta Bowl,(773) 525-2695,60614,IL,Chicago,2434 N Clark St,1,1,0,Noodles in the Pot,(773) 975-6177,60614,IL,Chicago,2453 N. Halsted Street,1,1,1,0
692,693,178268,1291,813,La Maison du Macaron,(212) 243-2757,10011,NY,New York,132 W 23rd St,0,1,0,Boqueria,(212) 255-4160,10011,NY,New York,53 W 19th Street,1,1,0,0
222,223,297965,1020,1346,B Side Pizza & Wine Bar,(646) 679-7225,10019,NY,New York,370 W 51st St,0,1,0,Benihana,(212) 581-0930,10019,NY,New York,47 W 56th Street,1,1,1,0
532,533,436046,2935,2216,Basil Thai Restaurant & Bar,(415) 552-8999,94103,CA,San Francisco,1175 Folsom St,0,1,0,Manora's Thai,(415) 861-6224,94103,CA,San Francisco,1600 Folsom Street,0,1,0,0
252,253,371579,2629,1794,Chapeau!,(415) 750-9787,94118,CA,San Francisco,126 Clement St,0,0,0,Chapeau!,(415) 750-9787,94118,CA,San Francisco,126 Clement Street,0,0,0,1
516,517,360972,2584,1739,Four Barrel Coffee,(415) 252-0800,94103,CA,San Francisco,375 Valencia St,0,1,1,Four Barrel,(415) 252-0800,94103,CA,San Francisco,375 Valencia Street,0,1,1,1
318,319,166268,1422,766,Tu-Lu’s Gluten-Free Bakery,(212) 777-2227,10003,NY,New York,338 E 11th St,1,1,0,Momofuku Milk Bar,(347) 577-9504,10003,NY,New York,251 East 13th Street,0,1,1,0
742,743,698581,2221,3412,Pike’s Pit Bar-B-Que,(206) 538-0779,98101,WA,Seattle,1505 Pike Place Market,0,1,1,Bacco Cafe,(206) 443-5443,98101,WA,Seattle,Inn At The Market,0,1,1,0
735,736,442710,2843,2264,Jasmine Garden,(415) 861-2682,94114,CA,San Francisco,708 14th St,0,1,0,Jasmine Garden,(415) 861-2682,94114,CA,San Francisco,708 14th Street,0,0,0,1
563,564,102684,544,434,AMK Kitchen Bar,(773) 276-4400,60622,IL,Chicago,1954 W Armitage,0,1,0,Lockdown Bar & Grill,(773) 451-5625,60622,IL,Chicago,1024 N. Western Avenue,0,1,1,0
986,987,287216,823,1291,Gramercy Tavern,(212) 477-0777,10003,NY,New York,42 E 20th St,0,0,0,Degustation,(212) 979-1012,10003,NY,New York,239 E 5th Street,0,0,0,0
473,474,30027,130,130,La Strada Cafe Bar,(708) 627-0403,60647,IL,Chicago,2023 N California Ave,0,1,1,Margie's Candies,(773) 348-0400,60647,IL,Chicago,1960 N Western Avenue,0,1,0,0
209,210,670050,2155,3308,Place Pigalle,(206) 624-1756,98101,WA,Seattle,81 Pike St,0,0,1,Le Panier,(206) 441-3669,98101,WA,Seattle,Pike Place Market,0,1,0,0
823,824,668237,1791,3302,Stumptown Coffee Roasters,(206) 323-1544,98122,WA,Seattle,1115 12th Ave,0,1,1,Oddfellows Cafe & Bar,(206) 325-0807,98122,WA,Seattle,1525 10th Avenue,0,0,1,0
321,322,10585,769,45,Jubilee Juice & Grill,(312) 491-8500,60661,IL,Chicago,140 N Halsted St,1,1,0,Greek Islands,(312) 782-9855,60661,IL,Chicago,200 S Halsted Street,0,1,1,0
977,978,43700,286,178,Firecakes,(312) 329-6500,60654,IL,Chicago,68 W Hubbard St,0,1,1,Firecakes,(312) 329-6500,60654,IL,Chicago,68 West Hubbard Street,1,1,1,1
1029,1030,449141,3065,2307,Sun Rise Restaurant,(415) 206-1219,94110,CA,San Francisco,3126 24th St,0,1,0,Phat Philly Cheesesteaks,(415) 550-7428,94110,CA,San Francisco,3388 24th Street,0,1,1,0
389,390,175366,1033,800,Eight Turn Crêpe,(212) 334-3408,10012,NY,New York,55 Spring St,1,1,1,Rice To Riches,(212) 274-0008,10012,NY,New York,37 Spring Street,1,1,0,0
81,82,371380,3066,1792,Mae Krua,(415) 574-7334,94110,CA,San Francisco,331 Cortland Ave,0,1,0,Limon Rotisserie,(415) 821-2134,94110,CA,San Francisco,1001 South Van Ness Avenue,0,1,0,0
108,109,271587,942,1215,Aquagrill,(212) 274-0505,10012,NY,New York,210 Spring Street,0,1,1,Arturo's,(212) 677-3820,10012,NY,New York,106 W Houston Street,1,1,1,0
964,965,172697,1457,782,Locanda Verde,(212) 925-3797,10013,NY,New York,377 Greenwich St,0,0,1,Locanda Verde,(212) 925-3797,10013,NY,New York,377 Greenwich Street,0,1,1,1
86,87,427252,2750,2153,Eight AM,(415) 292-4888,94133,CA,San Francisco,1323 Columbus Ave,0,1,1,Kennedy's Irish Pub and Curry House,(415) 441-8855,94133,CA,San Francisco,1040 Columbus Avenue,0,1,0,0
725,726,414802,2893,2065,Hog Island Oyster Co,(415) 391-7117,94111,CA,San Francisco,1 Ferry Bldg,0,0,1,San Francisco Fish Company,(415) 399-1111,94111,CA,San Francisco,Ferry Building,0,0,0,0
726,727,414806,3018,2065,Humphry Slocombe Ice Cream,(415) 550-6971,94111,CA,San Francisco,1 Ferry Bldg,0,1,0,San Francisco Fish Company,(415) 399-1111,94111,CA,San Francisco,Ferry Building,0,0,0,0
