id,Restaurant Name,Phone,Zipcode,State,City,Address,Has Delivery,Has Take-out,Has outdoor seating
2297,Caffè Fiore,(206) 282-1441,98119,WA,Seattle,224 W Galer St,0,1,1
2298,Bar Cantinetta,(206) 329-1501,98112,WA,Seattle,2811 E Madison St,0,0,1
2299,Polar Bar,(206) 340-0340,98104,WA,Seattle,700 3rd Ave,0,0,0
2300,Portage Bay Café,(206) 547-8230,98105,WA,Seattle,4130 Roosevelt Way NE,0,1,1
2301,Pearls Tea & Coffee,(206) 937-6036,98106,WA,Seattle,4800 Delridge Way SW,0,1,0
2302,Cantinetta,(206) 632-1000,98103,WA,Seattle,3650 Wallingford Ave,0,0,0
2303,The Redwood,(206) 329-1952,98122,WA,Seattle,514 E Howell St,0,0,0
2304,Safari Njema Restaurant,(206) 723-3058,98118,WA,Seattle,5041 Rainier Ave S,0,1,0
2305,King Noodle,(206) 748-9168,98104,WA,Seattle,615 S King St,0,1,0
2306,The Hillside Bar,(206) 324-0154,98122,WA,Seattle,1520 E Olive Way,0,0,0
2307,Rooster’s TEX-MEX-BBQ,(206) 922-3061,98102,WA,Seattle,611 Broadway E,0,1,1
2308,The Neighbor Lady,(206) 695-2072,98122,WA,Seattle,2308 E Union St,0,1,0
2309,Ravenna Brewing Company,(206) 743-8450,98105,WA,Seattle,5408 26th Ave NE,0,0,1
2310,Teriyaki Bowl,(206) 285-8344,98109,WA,Seattle,718 Taylor Ave N,0,1,0
2311,Oliver’s Twist,(206) 706-6673,98103,WA,Seattle,6822 Greenwood Ave N,0,0,0
2312,Burgundian,(206) 420-8943,98103,WA,Seattle,2253 N 56th St,0,1,1
2313,Mercury at Machinewerks,(206) 328-9481,98122,WA,Seattle,1009 E Union St,0,0,0
2314,Vivre,(206) 397-4552,98122,WA,Seattle,1222 E Pine St,0,0,0
2315,Mediterranean Kitchen Kabob House,(206) 467-5046,98104,WA,Seattle,1009 Boren Ave,0,1,0
2316,John John’s Game Room,(206) 696-1613,98122,WA,Seattle,1351 E Olive Way,0,0,0
2317,Pecos Pit Bar-B-Que,(206) 623-0629,98134,WA,Seattle,2260 1st Ave S,0,1,1
2318,Kakao,(206) 432-1118,98109,WA,Seattle,415 Westlake Ave N,0,1,0
2319,Highline,(206) 328-7837,98102,WA,Seattle,210 Broadway E,0,1,1
2320,Vito’s,(206) 397-4053,98104,WA,Seattle,927 9th Ave,0,1,0
2321,City Grind,(206) 552-8042,98104,WA,Seattle,600 4th Ave,0,1,1
2322,Perennial Tea Room,(206) 448-4054,98101,WA,Seattle,1910 Post Alley,0,1,1
2323,Duke’s Chowder House - Lake Union,(206) 382-9963,98109,WA,Seattle,901 Fairview Ave N,0,1,1
2324,Toss’d,(206) 682-6700,98101,WA,Seattle,1420 5th Ave,0,1,0
2325,That’s Amore! Italian Cafe,(206) 322-3677,98144,WA,Seattle,1425 31st Ave S,0,1,1
2326,The Kraken Bar & Lounge,(206) 522-5334,98105,WA,Seattle,5257 University Way NE,0,1,1
2327,Fremont Coffee,(206) 632-3633,98103,WA,Seattle,459 N 36th St,0,1,1
2328,Sushi Maki,(206) 264-0725,98122,WA,Seattle,1633 Bellevue Ave,0,1,1
2329,Pam’s Kitchen,(206) 696-7010,98103,WA,Seattle,1715 N 45th St,0,1,0
2330,Anchovies & Olives,(206) 838-8080,98122,WA,Seattle,1550 15th Ave,0,0,0
2331,St. Clouds,(206) 726-1522,98122,WA,Seattle,1131 34th Ave,0,1,1
2332,Shug’s Soda Fountain + Ice Cream,(206) 602-6420,98101,WA,Seattle,1525 1st Avenue,0,1,1
2333,Harry’s Bar,(206) 329-4500,98112,WA,Seattle,514 15th Ave E,0,1,1
2334,The Leary Traveler,(206) 783-4805,98107,WA,Seattle,4354 Leary Way NW,1,1,1
2335,The 5 Point Café,(206) 508-4793,98121,WA,Seattle,415 Cedar St,0,1,1
2336,El Quetzal,(206) 329-2970,98144,WA,Seattle,3209 Beacon Ave S,0,1,1
2337,Nijo Sushi Bar & Grill,(206) 340-8880,98104,WA,Seattle,83 Spring St,0,1,1
2338,Latona Pub,(206) 525-2238,98115,WA,Seattle,6423 Latona Ave NE,0,0,1
2339,La Carta de Oaxaca,(206) 782-8722,98107,WA,Seattle,5431 Ballard Ave NW,0,1,1
2340,Evergreens Salad,(206) 436-6936,98101,WA,Seattle,1631 6th Ave,0,1,0
2341,Café Paloma,(206) 405-1920,98104,WA,Seattle,93 Yesler Way,0,1,1
2342,SODO Deli,(206) 467-0306,98134,WA,Seattle,3228 1st Ave S,0,1,0
2343,Blue Water Taco Grill,(206) 352-2407,98109,WA,Seattle,515 Queen Anne Ave N,0,1,1
2344,Where Ya At Matt,,98104,WA,Seattle,,0,1,0
2345,La Marzocco Café & Showroom,(206) 388-3500,98109,WA,Seattle,472 1st Ave N,0,1,1
2346,Pagliacci Pizza,(206) 726-1717,98102,WA,Seattle,2400 10th Ave E,1,1,0
2347,Cafe Mox,(206) 436-0540,98107,WA,Seattle,5105 Leary Ave NW,0,1,0
2348,Tacos El Tajin,(253) 797-0142,98109,WA,Seattle,Boren Ave N Republican St,0,1,0
2349,Queen Anne Beerhall,(206) 659-4043,98119,WA,Seattle,203 W Thomas St,0,1,1
2350,Cedars of Lebanon,(206) 632-7708,98105,WA,Seattle,1319 NE 43rd St,0,1,1
2351,Oddfellows Cafe & Bar,(206) 325-0807,98122,WA,Seattle,1525 10th Ave,0,1,1
2352,Los Agaves,(206) 344-4000,98101,WA,Seattle,1514 Pike Pl,1,1,0
2353,The BottleNeck Lounge,(206) 323-1098,98138,WA,Seattle,2328 E Madison St,0,0,0
2354,Pecado Bueno,(206) 457-8837,98103,WA,Seattle,4307 Fremont Ave N,0,1,1
2355,Sunny Teriyaki,(206) 281-9339,98199,WA,Seattle,2120 W Emerson Pl,0,1,0
2356,Cafe Ibex,(206) 721-7537,98144,WA,Seattle,3219 Martin Luther King Jr Way S,0,1,0
2357,Kimchi Bistro,(206) 323-4472,98102,WA,Seattle,219 Broadway E,0,1,0
2358,Pie Bar Ballard,(206) 535-8489,98107,WA,Seattle,2218 NW Market St,0,1,0
2359,Circa,(206) 923-1102,98116,WA,Seattle,2605 California Ave SW,0,1,0
2360,Etta’s,(206) 443-6000,98121,WA,Seattle,2020 Western Ave,0,1,1
2361,An Nam Pho,(206) 466-2179,98115,WA,Seattle,6510 Roosevelt Way NE,0,1,0
2362,Maximilien,(206) 682-7270,98101,WA,Seattle,81A Pike St,0,1,1
2363,Linda’s Tavern,(206) 325-1220,98122,WA,Seattle,707 E Pine St,0,1,1
2364,Kraken Congee,(206) 748-9999,98104,WA,Seattle,88 Yesler Way,0,1,0
2365,The Noble Fir,(206) 420-7425,98107,WA,Seattle,5316 Ballard Ave NW,0,0,0
2366,Samir’s Mediterranean Grill,(206) 633-1778,98105,WA,Seattle,1316 NE 43rd St,0,1,1
2367,Xi’an Noodles,(206) 522-8888,98105,WA,Seattle,5259 University Way NE,0,1,0
2368,Cherry Street Coffee House,(206) 442-9372,98104,WA,Seattle,808 3rd Ave,0,1,1
2369,Big Mario’s New York Style Pizza,(206) 455-9583,98122,WA,Seattle,1009 E Pike St,1,1,0
2370,Tallulah’s,(206) 860-0077,98112,WA,Seattle,550 19th Ave E,0,1,1
2371,Red Cow,(206) 454-7932,98122,WA,Seattle,1423 34th Ave,0,0,0
2372,Perché No Pasta & Vino,(206) 547-0222,98103,WA,Seattle,1319 N 49th St,0,1,1
2373,Market Fresh RS,(206) 623-0480,98101,WA,Seattle,1301 5th Ave,0,1,0
2374,Bánh Town,(206) 257-4254,98133,WA,Seattle,10414 Holman Rd N,0,1,0
2375,Starbucks,(206) 568-5185,98102,WA,Seattle,1600 East Olive Way,0,1,1
2376,Warren G Magnuson Park,(206) 684-4946,98115,WA,Seattle,7400 Sand Point Way NE,0,0,0
2377,Caffe Ladro,(206) 267-0600,98101,WA,Seattle,108 Union St,0,1,0
2378,Highliner Public House,(206) 216-1254,98119,WA,Seattle,3909 18th Ave W,0,1,1
2379,Anchored Ship Coffee Bar,(206) 484-5143,98107,WA,Seattle,5306 Ballard Ave NW,0,1,1
2380,Olympia Pizza and Spaghetti House III,(206) 329-4500,98112,WA,Seattle,516 15th Ave E,0,1,1
2381,Mojito,(206) 525-3162,98115,WA,Seattle,7545 Lake City Way NE,0,1,1
2382,Bar Del Corso,(206) 395-2069,98144,WA,Seattle,3057 Beacon Ave S,0,1,0
2383,Lava Lounge,(206) 441-5660,98121,WA,Seattle,2226 2nd Ave,0,0,1
2384,BOKA Restaurant + Bar,(206) 357-9000,98104,WA,Seattle,1010 1st Ave,0,1,1
2385,Martino’s,(206) 397-4689,98103,WA,Seattle,7410 Greenwood Ave,0,1,0
2386,One World,(206) 934-4330,98122,WA,Seattle,1701 Broadway,0,0,0
2387,Andaluca Restaurant,(206) 382-6999,98101,WA,Seattle,407 Olive Way,0,1,0
2388,Bamboo Garden Vegetarian Cuisine,(206) 282-6616,98109,WA,Seattle,364 Roy St,0,1,0
2389,Bateau,(206) 900-8699,98122,WA,Seattle,1040 E Union St,0,0,0
2390,Fortuna Cafe,(206) 223-5343,98104,WA,Seattle,711 S King St,0,1,0
2391,Fusion On The Run,(503) 957-3724,98134,WA,Seattle,,1,1,0
2392,Chiso Restaurant,(206) 632-3430,98103,WA,Seattle,3520 Fremont Ave N,0,1,0
2393,Pita Bite,(206) 621-7482,98101,WA,Seattle,215 Pine St,1,1,0
2394,Kisaku,(206) 545-9050,98103,WA,Seattle,2101 N 55th St,0,1,0
2395,Bol Pho Bistro,(206) 397-4782,98115,WA,Seattle,918 NE 64th St,0,1,1
2396,Phoenecia,(206) 935-6550,98116,WA,Seattle,2716 Alki Ave SW,0,1,0
2397,It’s Bao Time,(206) 227-2815,98109,WA,Seattle,320 Westlake Ave N,0,1,0
2398,Eve Fremont,(206) 900-7186,98103,WA,Seattle,704 N 34th St,0,1,0
2399,Blackboard Bistro,(206) 257-4832,98116,WA,Seattle,3247 California Ave SW,0,1,1
2400,Ton Kiang Barbeque Noodle House,(206) 622-3388,98104,WA,Seattle,668 S Weller St,0,1,0
2401,The Temporarium Coffee & Tea,(415) 547-0616,94111,CA,San Francisco,3414 22nd St,0,1,1
2402,Wildcraft Espresso Bar,(415) 400-5036,94114,CA,San Francisco,2299 Market St,0,1,1
2403,Ichido,,94107,CA,San Francisco,801 22nd St,0,0,1
2404,Shizen Vegan Sushi Bar & Izakaya,(415) 678-5767,94103,CA,San Francisco,370 14th St,0,1,0
2405,CoffeeShop,(415) 368-3802,94110,CA,San Francisco,3139 Mission St,0,1,1
2406,Little Heaven Deli,(415) 824-1293,94110,CA,San Francisco,2348 Mission St,1,1,0
2407,Dolores Park,,94114,CA,San Francisco,Dolores St,0,0,0
2408,Tadu Ethiopian Kitchen,(415) 409-6649,94102,CA,San Francisco,484 Ellis St,0,1,0
2409,Seward Street Slides,,94114,CA,San Francisco,Seward St,0,0,0
2410,b. Patisserie,(415) 440-1700,94115,CA,San Francisco,2821 California St,0,1,1
2411,Golden Bear Trading Company,(415) 664-5574,94122,CA,San Francisco,1401 6th Ave,0,1,1
2412,El Gallo Giro Taco Truck,(415) 846-1802,94110,CA,San Francisco,23rd St & Treat Ave,0,1,1
2413,L’ardoise Bistro,(415) 437-2600,94114,CA,San Francisco,151 Noe St,0,0,0
2414,City Hall,(415) 701-2311,94102,CA,San Francisco,1 Dr Carlton B Goodlett Pl,0,0,0
2415,Zo11 Coffee,(415) 872-9880,94115,CA,San Francisco,1035 Fillmore St,0,1,0
2416,Philz Coffee,(415) 875-9656,94114,CA,San Francisco,549 Castro St,0,1,1
2417,Hooker’s Sweet Treats,(415) 441-4628,94109,CA,San Francisco,442 Hyde St,0,1,0
2418,Philz Coffee,(415) 875-9370,94110,CA,San Francisco,3101 24th St,0,1,1
2419,Raxakoul Wine & Cheese,(415) 874-9133,94102,CA,San Francisco,141 Gough St,0,1,1
2420,Papa November,,94103,CA,San Francisco,15th & Kansas SE Corner,0,1,0
2421,Philz Coffee,(415) 292-7660,94102,CA,San Francisco,748 Van Ness Ave,0,1,0
2422,Truffle Man,,94199,CA,San Francisco,566 Dolores St,0,0,0
2423,Tom and Jerry’s House,,94114,CA,San Francisco,3650 21st St,0,0,0
2424,Bowl’D Acai,(415) 770-7000,94103,CA,San Francisco,14 Mint Plaza,0,1,1
2425,Anchor Oyster Bar,(415) 431-3990,94114,CA,San Francisco,579 Castro St,0,1,0
2426,Thorough Bread & Pastry,(415) 558-0690,94114,CA,San Francisco,248 Church St,0,1,1
2427,Castro Coffee Company,(415) 552-6676,94114,CA,San Francisco,427 Castro St,0,1,0
2428,Sweet Aha!,(415) 839-2138,94103,CA,San Francisco,San Francisco,1,1,1
2429,The Flying Falafel,(415) 964-1003,94103,CA,San Francisco,1051 Market St,0,1,0
2430,Lyon Street Steps,,94123,CA,San Francisco,Lyon Street & Green St,0,0,0
2431,Grandview Park,(415) 831-6331,94122,CA,San Francisco,14th Ave,0,0,0
2432,Balmy Street Murals,,94110,CA,San Francisco,1-100 Balmy St,0,0,0
2433,The Sandwich Place,(415) 431-3811,94110,CA,San Francisco,2029 Mission St,0,1,1
2434,Chicks and Love Pizza Patio,(415) 912-6648,94103,CA,San Francisco,1701 Folsom St,1,1,1
2435,Clarion Alley,,94110,CA,San Francisco,Clarion Alley,0,0,0
2436,Californios,(415) 757-0994,94110,CA,San Francisco,3115 22nd St,0,0,0
2437,Casa Flores,(408) 475-6895,94109,CA,San Francisco,1808 California St,0,0,0
2438,Rosamunde Sausage Grill,(415) 437-6851,94117,CA,San Francisco,545 Haight St,1,1,0
2439,Liholiho Yacht Club,(415) 440-5446,94109,CA,San Francisco,871 Sutter St,0,0,0
2440,Cuisine of Nepal,(866) 367-6523,94110,CA,San Francisco,3486 Mission St,1,1,0
2441,Song Tea & Ceramics,(415) 885-2118,94115,CA,San Francisco,2120 Sutter St,0,1,0
2442,Ted’s Market & Delicatessen,(415) 552-0309,94103,CA,San Francisco,1530 Howard St,0,1,0
2443,Five Star Truffles Co.,(415) 552-5128,94114,CA,San Francisco,4251 A 18th St,0,1,0
2444,Samiramis Imports,(415) 824-6555,94110,CA,San Francisco,2990 Mission St,0,0,0
2445,Bernal Heights Park,,94110,CA,San Francisco,10 Bernal Heights Blvd,0,0,0
2446,Little Star Pizza,(415) 441-1118,94117,CA,San Francisco,846 Divisadero St,0,1,0
2447,Frances,(415) 621-3870,94114,CA,San Francisco,3870 17th St,0,0,0
2448,The 16th Avenue Tiled Steps,,94122,CA,San Francisco,Moraga St,0,0,0
2449,Kebab King,(415) 674-1301,94115,CA,San Francisco,1109 Fillmore St,0,1,0
2450,Saigon Sandwich,(415) 474-5698,94102,CA,San Francisco,560 Larkin St,0,1,0
2451,Basa Seafood Express,(415) 550-2388,94110,CA,San Francisco,3064 24th St,1,1,0
2452,Crepes A Go Go,(415) 503-1294,94103,CA,San Francisco,350 11th St,0,1,1
2453,Faye’s Video & Espresso Bar,(415) 522-0434,94110,CA,San Francisco,3614 18th St,0,1,1
2454,Deli Board,(415) 552-7687,94103,CA,San Francisco,1058 Folsom St,0,1,1
2455,Fresh Brew Coffee,(415) 567-0915,94108,CA,San Francisco,882 Bush St,0,1,1
2456,Saru Sushi Bar,(415) 400-4510,94114,CA,San Francisco,3856 24th St,0,0,1
2457,T-We Tea,(415) 500-2097,94104,CA,San Francisco,50 Post St Level 1,0,1,0
2458,Corona Heights Park,,94114,CA,San Francisco,32 Museum Way,0,0,0
2459,Bread Srsly,(866) 338-3948,94103,CA,San Francisco,San Francisco,1,0,0
2460,Tartine Bakery & Cafe,(415) 487-2600,94110,CA,San Francisco,600 Guerrero St,0,1,1
2461,Philz Coffee,(415) 875-9943,94158,CA,San Francisco,201 Berry St,0,1,1
2462,Un Cafecito,(415) 674-1769,94102,CA,San Francisco,335 Jones St,0,1,1
2463,City Beer Store,(415) 503-1033,94103,CA,San Francisco,1168 Folsom St,0,1,0
2464,Tank Hill,,94117,CA,San Francisco,2 Belgrave Ave,0,0,0
2465,Prubechu,(415) 952-3654,94110,CA,San Francisco,2847 Mission St,0,1,0
2466,Grandma’s Deli & Cafe,(415) 252-0759,94103,CA,San Francisco,1551 Mission St,0,1,0
2467,Bistro Central Parc,(415) 931-7272,94117,CA,San Francisco,560 Central Ave,0,0,1
2468,Philz Coffee,(415) 817-1510,94114,CA,San Francisco,4298 24th St,0,1,0
2469,Lazy Bear,(415) 874-9921,94110,CA,San Francisco,3416 19th St,0,0,0
2470,ABV,(415) 400-4748,94103,CA,San Francisco,3174 16th St,0,0,1
2471,Sugarfoot,(615) 557-6392,94110,CA,San Francisco,2948 Folsom St,0,0,1
2472,Aroma Tea Shop,(415) 668-3788,94118,CA,San Francisco,302 6th Ave,0,1,0
2473,Lovejoy’s Tea Room,(415) 648-5895,94114,CA,San Francisco,1351 Church St,0,0,0
2474,Arizmendi Bakery,(415) 566-3117,94122,CA,San Francisco,1331 9th Ave,0,1,1
2475,Philz Coffee,(415) 621-7000,94102,CA,San Francisco,399 Golden Gate Ave,0,1,0
2476,KUSAKABE,(415) 757-0155,94111,CA,San Francisco,584 Washington St,0,0,0
2477,Mateo’s Taqueria,(415) 648-6000,94110,CA,San Francisco,2471 Mission St,1,1,0
2478,Montesacro Pinseria-Enoteca,(415) 795-3040,94103,CA,San Francisco,510 Stevenson St,0,1,0
2479,Marcella’s Lasagneria,(415) 920-2225,94107,CA,San Francisco,1099 Tennessee St,0,1,1
2480,Tacorea,(415) 885-1325,94108,CA,San Francisco,809 Bush St,0,1,1
2481,Spike’s Coffees & Teas,(415) 626-5573,94114,CA,San Francisco,4117 19th St,0,1,1
2482,Sushi Zone,(415) 621-1114,94103,CA,San Francisco,1815 Market St,0,0,0
2483,State Bird Provisions,(415) 795-1272,94115,CA,San Francisco,1529 Fillmore St,0,0,0
2484,La Palma Mexicatessen,(415) 647-1500,94110,CA,San Francisco,2884 24th St,0,1,1
2485,Cheese Boutique,(415) 333-3390,94131,CA,San Francisco,660 Chenery St,0,1,0
2486,Central Coffee Tea & Spice,(415) 922-2008,94117,CA,San Francisco,1696 Hayes St,0,1,1
2487,No No Burger,(415) 710-9280,94103,CA,San Francisco,428 11th St,0,1,1
2488,The Boy’s Deli,(415) 776-3099,94109,CA,San Francisco,2222 Polk St,0,1,0
2489,Poc-Chuc,(415) 558-1583,94103,CA,San Francisco,2886 16th St,0,1,0
2490,Paprika,(415) 375-1477,94110,CA,San Francisco,3324 24th St,0,1,0
2491,El Farolito,(415) 824-7877,94110,CA,San Francisco,2779 Mission St,0,1,0
2492,Nopa,(415) 864-8643,94117,CA,San Francisco,560 Divisadero St,0,0,0
2493,Graffeo Coffee Roasting Company,(415) 986-2420,94133,CA,San Francisco,735 Columbus Ave,0,1,0
2494,Tsubasa Sushi,(415) 551-9688,94102,CA,San Francisco,429 Gough St,0,0,0
2495,L’emigrante Wine Bar & Bistro,(415) 863-4777,94110,CA,San Francisco,2199 Mission St,0,0,1
2496,robberbaron,(415) 516-6945,94109,CA,San Francisco,2032 Polk St,0,0,0
2497,Cup Coffee Bar,(925) 705-2521,94131,CA,San Francisco,6 Monterey Blvd,0,1,1
2498,Espetus Brazilian Steak House,(415) 552-8792,94102,CA,San Francisco,1686 Market St,0,0,0
2499,Tuba - Authentic Turkish Restaurant,(415) 826-8822,94110,CA,San Francisco,1007 Guerrero St,0,1,1
2500,The Chairman Truck,(415) 813-8800,94102,CA,San Francisco,San Francisco,0,1,0
2501,Acquerello,(415) 567-5432,94109,CA,San Francisco,1722 Sacramento St,0,0,0
2502,Alta Plaza Park,,94115,CA,San Francisco,Pierce St and Clay St,0,0,0
2503,Belly Good Cafe & Crepes,(415) 346-8383,94115,CA,San Francisco,1737 Post St,0,1,0
2504,Omakase,(415) 865-0633,94103,CA,San Francisco,665 Townsend St,0,0,0
2505,Bayshore Taqueria,(415) 285-1100,94124,CA,San Francisco,300 Bayshore Blvd,0,1,1
2506,Crissy Field,(415) 561-7690,94129,CA,San Francisco,603 Mason St,0,0,0
2507,Lolinda,(415) 550-6970,94110,CA,San Francisco,2518 Mission St,0,0,0
2508,The Black Horse London Pub,(415) 928-2414,94123,CA,San Francisco,1514 Union St,0,0,0
2509,Thai Idea Vegetarian,(415) 440-8344,94109,CA,San Francisco,710 Polk St,0,1,0
2510,The Chairman,(415) 967-3686,94109,CA,San Francisco,670 Larkin St,0,1,0
2511,Dinosaurs,(415) 503-1421,94114,CA,San Francisco,2275 Market St,0,1,1
2512,Wicked Grounds,(415) 503-0405,94103,CA,San Francisco,289 8th St,0,1,0
2513,Brenda’s French Soul Food,(415) 345-8100,94102,CA,San Francisco,652 Polk St,1,1,0
2514,Ben Thai Cafe,(415) 771-2562,94109,CA,San Francisco,1331 Polk St,0,1,0
2515,Resolute,(415) 825-0741,94102,CA,San Francisco,678 Geary St,0,0,0
2516,Mission Groceteria,(415) 648-0275,94110,CA,San Francisco,2950 23rd St,0,1,0
2517,Yerba Buena Gardens,(415) 820-3550,94103,CA,San Francisco,745 Mission St,0,0,0
2518,Palace Of Fine Arts,(415) 563-6504,94123,CA,San Francisco,3301 Lyon St,0,0,0
2519,Benjamin Cooper,(415) 654-5061,94102,CA,San Francisco,398 Geary St,0,0,0
2520,FOB Kitchen,(415) 756-9844,94110,CA,San Francisco,2351 Mission St,0,0,1
2521,Liquid Gold,(415) 660-5142,94109,CA,San Francisco,1040 Hyde St,0,0,0
2522,Pläj Scandinavian Restaurant & Bar,(415) 294-8925,94102,CA,San Francisco,333 Fulton St,0,0,0
2523,Bar Crudo,(415) 409-0679,94117,CA,San Francisco,655 Divisadero St,0,0,0
2524,Suppenküche,(415) 252-9289,94102,CA,San Francisco,525 Laguna St,0,1,0
2525,Hot Zushi,(415) 863-8638,94117,CA,San Francisco,531 Haight St,0,1,0
2526,Cafe du Soleil,(415) 699-6154,94107,CA,San Francisco,345 3rd St,1,1,1
2527,Sushi Time,(415) 552-2280,94114,CA,San Francisco,2275 Market St,0,1,0
2528,De Afghanan Kabob House,(415) 929-1124,94109,CA,San Francisco,1035 Geary St,0,1,0
2529,20 Spot,(415) 624-3140,94110,CA,San Francisco,3565 20th St,0,0,0
2530,Little Star Pizza,(415) 551-7827,94103,CA,San Francisco,400 Valencia St,0,1,0
2531,Lunchpad,(415) 522-6647,94102,CA,San Francisco,581 Hayes St,0,1,0
2532,Rhea’s Deli & Market,(415) 282-5255,94110,CA,San Francisco,800 Valencia St,1,1,0
2533,Emanuel Coffee,(415) 865-0522,94117,CA,San Francisco,488 Haight St,0,1,0
2534,Golden Gate Park,(415) 831-2700,94117,CA,San Francisco,501 Stanyan St,0,0,0
2535,Mozzeria,(415) 489-0963,94103,CA,San Francisco,3228 16th St,0,1,0
2536,Yemen Kitchen,(415) 214-3575,94102,CA,San Francisco,219 Jones St,0,1,0
2537,Myriad Gastropub,(415) 525-4335,94110,CA,San Francisco,2491 Mission St,1,1,1
2538,Loló,(415) 643-5656,94110,CA,San Francisco,974 Valencia St,0,0,0
2539,Ijji Sushi,(415) 658-7388,94117,CA,San Francisco,252 Divisadero St,0,0,0
2540,Wine Down SF,(415) 829-7005,94107,CA,San Francisco,685 Folsom Street,0,0,0
2541,The Soapbox Cafe,(415) 829-7139,94109,CA,San Francisco,1800 Hyde St,0,1,0
2542,Crepes S’il Vous Plait,(415) 936-6974,94114,CA,San Francisco,2175 Market St,0,1,1
2543,Wilson & Wilson,,94102,CA,San Francisco,505 Jones St,0,0,0
2544,Blackbird,(415) 503-0630,94114,CA,San Francisco,2124 Market St,0,0,0
2545,Grand Coffee,(415) 206-1238,94110,CA,San Francisco,2663 Mission St,0,1,1
2546,PianoFight,(415) 816-3691,94102,CA,San Francisco,144 Taylor St,0,0,0
2547,Bacon Dog Cart,,94110,CA,San Francisco,The Mission,0,1,1
2548,Arizmendi Bakery,(415) 826-9218,94110,CA,San Francisco,1268 Valencia St,0,1,0
2549,Seven Hills,(415) 775-1550,94109,CA,San Francisco,1550 Hyde St,0,0,0
2550,Birba,(415) 549-7612,94102,CA,San Francisco,458 Grove St,0,0,0
2551,Mission Beach Cafe,(415) 861-0198,94103,CA,San Francisco,198 Guerrero St,0,1,0
2552,Oasis Cafe,(415) 474-4900,94115,CA,San Francisco,901 Divisadero St,0,1,1
2553,La Ciccia,(415) 550-8114,94131,CA,San Francisco,291 30th St,0,0,0
2554,El Castillito,(628) 400-5723,94114,CA,San Francisco,136 Church St,0,1,0
2555,Gary Danko,(415) 749-2060,94109,CA,San Francisco,800 N Point St,0,0,0
2556,Buzzworks,(628) 400-8658,94103,CA,San Francisco,365 11th St,0,0,0
2557,Elephant Sushi Golden Gate,(415) 359-9001,94102,CA,San Francisco,380 Golden Gate Ave,0,1,1
2558,Om Indian Cuisine,(415) 525-3705,94117,CA,San Francisco,1668 Haight St,1,1,0
2559,The Wine Club,(415) 512-9086,94107,CA,San Francisco,953 Harrison St,0,0,0
2560,Chantal Guillon,(415) 512-1020,94103,CA,San Francisco,1309 Howard St,1,1,0
2561,Artis Coffee,(415) 530-2853,94102,CA,San Francisco,537 Octavia St,0,1,1
2562,Rove Kitchen,(415) 567-7466,94109,CA,San Francisco,678 Post St,0,1,0
2563,Hôtel Biron,(415) 703-0403,94102,CA,San Francisco,45 Rose St,0,0,0
2564,Hot Sauce and Panko,(415) 359-1908,94109,CA,San Francisco,1468 Hyde St,1,1,0
2565,Lou’s Cafe,(415) 379-4429,94118,CA,San Francisco,5017 Geary Blvd,0,1,1
2566,PizzaHacker - Vinyl Pop Up,,94117,CA,San Francisco,359 Divisadero St,0,1,0
2567,Hidden Garden Steps,,94122,CA,San Francisco,16th Ave,0,0,0
2568,Good Luck Cafe and Deli,(415) 781-2328,94108,CA,San Francisco,621 Kearny St,0,1,0
2569,Palmyra,(415) 896-4172,94117,CA,San Francisco,700 Haight St,1,1,0
2570,Cafe Me,(415) 288-8628,94111,CA,San Francisco,500 Washington St,0,1,1
2571,Griddle Fresh,(415) 647-7037,94114,CA,San Francisco,4007 24th St,0,1,1
2572,Fat Angel,(415) 525-3013,94115,CA,San Francisco,1740 O'Farrell St,0,1,1
2573,An Japanese Restaurant,(415) 292-4886,94115,CA,San Francisco,22 Peace Plz,0,0,0
2574,Zazie,(415) 564-5332,94117,CA,San Francisco,941 Cole St,0,1,1
2575,Guerrero Market & Deli,(415) 647-2530,94110,CA,San Francisco,701 Guerrero St,0,1,0
2576,Ro Cafe,(415) 340-9765,94118,CA,San Francisco,2739 Geary St,1,1,0
2577,Bernie’s,(415) 642-1192,94114,CA,San Francisco,3966 24th St,0,1,1
2578,Hoffmann’s Grill & Rotisserie,(415) 374-7479,94110,CA,San Francisco,1000 Guerrero St,0,1,0
2579,Pizzeria Delfina,(415) 437-6800,94110,CA,San Francisco,3611 18th St,0,1,1
2580,Mission Cheese,(415) 553-8667,94110,CA,San Francisco,736 Valencia St,0,1,1
2581,Cholo Soy,(415) 312-7232,94110,CA,San Francisco,2301 Mission St,0,1,0
2582,Italian Homemade Company,(415) 712-8874,94133,CA,San Francisco,716 Columbus Ave,0,1,1
2583,Truly Mediterranean,(415) 252-7482,94103,CA,San Francisco,3109 16th St,0,1,1
2584,Four Barrel Coffee,(415) 252-0800,94103,CA,San Francisco,375 Valencia St,0,1,1
2585,Heirloom Cafe,(415) 821-2500,94110,CA,San Francisco,2500 Folsom St,0,0,0
2586,Philz Coffee,(415) 423-1474,94107,CA,San Francisco,1258 Minnesota St,0,1,1
2587,Shotwell’s,(415) 648-4104,94110,CA,San Francisco,3349 20th St,0,0,0
2588,Bacon Bacon,(415) 218-4347,94117,CA,San Francisco,205 A Frederick St,0,1,0
2589,Azucar Lounge,(415) 255-2982,94103,CA,San Francisco,299 9th St,0,1,0
