,_id,ltable_id,rtable_id,ltable_Name,ltable_Phone,ltable_Zipcode,ltable_State,ltable_City,ltable_Address,ltable_Delivery,ltable_Takeout,ltable_Outdoor_seating,rtable_Name,rtable_Phone,rtable_Zipcode,rtable_State,rtable_City,rtable_Address,rtable_Delivery,rtable_Takeout,rtable_Outdoor_seating
109752,109752,2913,1615,Taqueria el Buen Sabor,(415) 552-8816,94110.0,CA,San Francisco,697 Valencia St,0,1,0,Limon Rotisserie,(415) 252-0918,94110.0,CA,San Francisco,524 Valencia Street,0,1,0
109762,109762,3045,1615,Yuzuki Japanese Eatery,(415) 556-9898,94110.0,CA,San Francisco,598 Guerrero St,0,0,0,Limon Rotisserie,(415) 252-0918,94110.0,CA,San Francisco,524 Valencia Street,0,1,0
109803,109803,535,688,Bongiorno’s Italian Deli & Pizzeria,(312) 755-1255,60611.0,IL,Chicago,405 N Wabash Ave,1,1,1,Bistronomic,(312) 944-8400,60611.0,IL,Chicago,840 N Wabash Avenue,0,1,1
109819,109819,2737,1985,El Metate Restaurant,(415) 641-7209,94110.0,CA,San Francisco,2406 Bryant St,0,1,1,Mission Pie,(415) 282-1500,94110.0,CA,San Francisco,2901 Mission District Street,0,1,1
109855,109855,2650,1985,24th Street Mini Park,(415) 717-2872,94110.0,CA,San Francisco,24th St & York St,0,0,0,Mission Pie,(415) 282-1500,94110.0,CA,San Francisco,2901 Mission District Street,0,1,1
109858,109858,2666,1985,Tortas Los Picudos,(415) 824-4199,94110.0,CA,San Francisco,2969 24th St,0,1,0,Mission Pie,(415) 282-1500,94110.0,CA,San Francisco,2901 Mission District Street,0,1,1
109870,109870,2779,1985,Universal Cafe,(415) 821-4608,94110.0,CA,San Francisco,2814 19th St,0,1,1,Mission Pie,(415) 282-1500,94110.0,CA,San Francisco,2901 Mission District Street,0,1,1
109874,109874,2832,1985,Mission Pie,(415) 282-1500,94110.0,CA,San Francisco,2901 Mission St,0,1,0,Mission Pie,(415) 282-1500,94110.0,CA,San Francisco,2901 Mission District Street,0,1,1
109879,109879,2881,1985,Blue Plate,(415) 282-6777,94110.0,CA,San Francisco,3218 Mission St,0,0,1,Mission Pie,(415) 282-1500,94110.0,CA,San Francisco,2901 Mission District Street,0,1,1
109883,109883,2909,1985,Mission Banh Mi,(415) 551-1772,94110.0,CA,San Francisco,2200 Mission St,0,1,0,Mission Pie,(415) 282-1500,94110.0,CA,San Francisco,2901 Mission District Street,0,1,1
109884,109884,2930,1985,Dynamo Donut & Coffee,(415) 920-1978,94110.0,CA,San Francisco,2760 24th St,0,1,1,Mission Pie,(415) 282-1500,94110.0,CA,San Francisco,2901 Mission District Street,0,1,1
109954,109954,92,15,Do-Rite Donuts & Coffee,(312) 488-2483,60601.0,IL,Chicago,50 West Randolph Street,0,1,1,Wildberry Pancakes & Cafe,(312) 938-9777,60601.0,IL,Chicago,130 E Randolph Street,0,1,0
109956,109956,101,15,Wildberry Pancakes and Cafe,(312) 938-9777,60601.0,IL,Chicago,130 E Randolph St,0,1,1,Wildberry Pancakes & Cafe,(312) 938-9777,60601.0,IL,Chicago,130 E Randolph Street,0,1,0
109958,109958,116,15,Grant Park,(312) 742-7648,60601.0,IL,Chicago,331 E Randolph St,0,0,0,Wildberry Pancakes & Cafe,(312) 938-9777,60601.0,IL,Chicago,130 E Randolph Street,0,1,0
110091,110091,2540,2076,Wine Down SF,(415) 829-7005,94107.0,CA,San Francisco,685 Folsom Street,0,0,0,Fringale,(415) 543-0573,94107.0,CA,San Francisco,570 4th Street,0,0,0
110145,110145,779,4,Morton’s The Steakhouse,(312) 266-4820,60610.0,IL,Chicago,1050 N. State St.,0,0,0,Portillo's,(312) 587-8910,60610.0,IL,Chicago,100 W Ontario Street,0,1,1
110170,110170,284,4,Portillo’s Hot Dogs &  Barnelli’s Salad Bowl,(312) 587-8910,60610.0,IL,Chicago,100 W Ontario St,0,1,1,Portillo's,(312) 587-8910,60610.0,IL,Chicago,100 W Ontario Street,0,1,1
110602,110602,1020,1393,B Side Pizza & Wine Bar,(646) 679-7225,10019.0,NY,New York,370 W 51st St,0,1,0,Serafina Broadway,(212) 315-1700,10019.0,NY,New York,218 W 55th Street,1,1,1
110614,110614,704,101,Rossi’s Liquors,(312) 644-5775,60654.0,IL,Chicago,412 N State St,0,0,0,Roy's,(312) 787-7599,60654.0,IL,Chicago,720 N. State Street,0,1,1
110623,110623,243,101,Beatrix River North,(312) 284-1377,60654.0,IL,Chicago,519 North Clark Street,0,1,1,Roy's,(312) 787-7599,60654.0,IL,Chicago,720 N. State Street,0,1,1
110641,110641,418,101,Roy’s - Chicago,(312) 787-7599,60654.0,IL,Chicago,720 N State St,0,0,1,Roy's,(312) 787-7599,60654.0,IL,Chicago,720 N. State Street,0,1,1
110654,110654,773,101,River Roast,(312) 822-0100,60654.0,IL,Chicago,315 N La Salle Dr,1,1,1,Roy's,(312) 787-7599,60654.0,IL,Chicago,720 N. State Street,0,1,1
110675,110675,761,101,Fabcakes,(312) 397-3300,60654.0,IL,Chicago,714 N Wells St,0,1,1,Roy's,(312) 787-7599,60654.0,IL,Chicago,720 N. State Street,0,1,1
110701,110701,731,101,Bow Truss Coffee Roasters River North,(312) 222-1306,60654.0,IL,Chicago,406 N Wells St,0,1,0,Roy's,(312) 787-7599,60654.0,IL,Chicago,720 N. State Street,0,1,1
111070,111070,3001,1838,Stella Pastry & Cafe,(415) 986-2914,94133.0,CA,San Francisco,446 Columbus Ave,0,1,0,Vesuvio Cafe,(415) 362-3370,94133.0,CA,San Francisco,255 Columbus Avenue,0,0,0
111097,111097,2774,1838,Il Casaro Pizzeria & Mozzarella Bar,(415) 677-9455,94133.0,CA,San Francisco,348 Columbus Ave,0,1,0,Vesuvio Cafe,(415) 362-3370,94133.0,CA,San Francisco,255 Columbus Avenue,0,0,0
111102,111102,3021,1748,Mandalay,(415) 386-3896,94118.0,CA,San Francisco,4348 California St,0,1,0,Mandalay,(415) 386-3895,94118.0,CA,San Francisco,4348 California Street,0,1,0
111168,111168,2399,3476,Blackboard Bistro,(206) 257-4832,98116.0,WA,Seattle,3247 California Ave SW,0,1,1,Blackboard Bistro,(206) 257-4832,98116.0,WA,Seattle,3247 California Avenue SW,0,1,1
111220,111220,571,3242,Mama Milano’s Pizza Bar,(312) 787-3710,60610.0,IL,Chicago,1419 N Wells St,1,1,1,Vermilion,(312) 527-4060,60610.0,IL,Chicago,10 W. Hubbard Street,0,0,1
111269,111269,2883,1667,Blue Bottle Coffee,(510) 653-3394,94102.0,CA,San Francisco,315 Linden St,0,1,1,Blue Bottle Coffee Kiosk,(415) 252-7535,94102.0,CA,San Francisco,315 Linden Street,0,0,1
111275,111275,108,233,Publican Quality Meats,(312) 445-8977,60607.0,IL,Chicago,825 W Fulton Market St,0,1,1,Publican Quality Meats,(312) 445-8977,60607.0,IL,Chicago,825 W Fulton Market,0,1,0
111293,111293,313,233,The Publican,(312) 733-9555,60607.0,IL,Chicago,837 W Fulton Market,0,0,1,Publican Quality Meats,(312) 445-8977,60607.0,IL,Chicago,825 W Fulton Market,0,1,0
111316,111316,243,44,Beatrix River North,(312) 284-1377,60654.0,IL,Chicago,519 North Clark Street,0,1,1,Weber Grill Restaurant,(312) 467-9696,60654.0,IL,Chicago,539 North State Street,0,1,1
111367,111367,658,44,Osteria Via Stato,(312) 642-8450,60654.0,IL,Chicago,620 N State St,1,1,1,Weber Grill Restaurant,(312) 467-9696,60654.0,IL,Chicago,539 North State Street,0,1,1
111395,111395,3056,1612,San Tung,(415) 242-0828,94122.0,CA,San Francisco,1031 Irving St,0,1,0,San Tung,(415) 242-0828,94122.0,CA,San Francisco,1031 Irving Street,1,1,0
111661,111661,1072,1486,Brooklyn Bagel & Coffee Company,(212) 924-2824,10001.0,NY,New York,286 8th Ave,1,1,0,NY Pizza Suprema,(212) 594-8939,10001.0,NY,New York,413 8th Avenue,1,1,0
111665,111665,1330,1486,NY Pizza Suprema,(212) 594-8939,10001.0,NY,New York,413 8th Ave,1,1,0,NY Pizza Suprema,(212) 594-8939,10001.0,NY,New York,413 8th Avenue,1,1,0
111740,111740,1197,1080,Decoy,(212) 691-9700,10014.0,NY,New York,529 Hudson St,0,0,0,Dos Caminos,(212) 699-2400,10014.0,NY,New York,675 Hudson Street,0,0,1
111791,111791,53,558,Panes Bread Cafe,(773) 665-0972,60657.0,IL,Chicago,3002 N Sheffield Ave,1,1,1,Scooter's Frozen Custard,(773) 244-6415,60657.0,IL,Chicago,1658 W. Belmont Avenue,0,1,0
111805,111805,181,558,BIG & Little's Restaurant,(773) 857-6677,60657.0,IL,Chicago,1034 W Belmont Ave,1,1,1,Scooter's Frozen Custard,(773) 244-6415,60657.0,IL,Chicago,1658 W. Belmont Avenue,0,1,0
111860,111860,793,558,Las Tablas Colombian Steakhouse,(773) 871-2414,60657.0,IL,Chicago,2942 N Lincoln Ave,0,1,0,Scooter's Frozen Custard,(773) 244-6415,60657.0,IL,Chicago,1658 W. Belmont Avenue,0,1,0
111864,111864,675,558,Bittersweet Pastry Shop,(773) 929-1100,60657.0,IL,Chicago,1114 W Belmont Ave,1,1,0,Scooter's Frozen Custard,(773) 244-6415,60657.0,IL,Chicago,1658 W. Belmont Avenue,0,1,0
111876,111876,725,558,Fahlstrom’s Fresh Fish Market,(773) 281-6000,60657.0,IL,Chicago,1258 W Belmont Ave,0,1,1,Scooter's Frozen Custard,(773) 244-6415,60657.0,IL,Chicago,1658 W. Belmont Avenue,0,1,0
111887,111887,787,558,Farm Bar Lakeview,(773) 281-2599,60657.0,IL,Chicago,1300 W Wellington Ave,1,1,0,Scooter's Frozen Custard,(773) 244-6415,60657.0,IL,Chicago,1658 W. Belmont Avenue,0,1,0
112040,112040,751,515,Kiki’s Bistro,(312) 335-5454,60610.0,IL,Chicago,900 N Franklin St,0,1,1,Blue Agave,(312) 335-8900,60610.0,IL,Chicago,1050 N State Street,0,1,1
112047,112047,779,515,Morton’s The Steakhouse,(312) 266-4820,60610.0,IL,Chicago,1050 N. State St.,0,0,0,Blue Agave,(312) 335-8900,60610.0,IL,Chicago,1050 N State Street,0,1,1
112112,112112,2629,1794,Chapeau!,(415) 750-9787,94118.0,CA,San Francisco,126 Clement St,0,0,0,Chapeau!,(415) 750-9787,94118.0,CA,San Francisco,126 Clement Street,0,0,0
112161,112161,3054,2208,New Eritrea Restaurant & Bar,(415) 681-1288,94122.0,CA,San Francisco,907 Irving St,0,1,0,Pasquale's Pizzeria,(415) 661-2140,94122.0,CA,San Francisco,700 Irving Street,1,1,1
112552,112552,1066,1012,Mighty Quinn’s Barbeque,(212) 677-3733,10003.0,NY,New York,103 2nd Ave,0,1,1,Mighty Quinn's Barbeque,(212) 677-3733,10003.0,NY,New York,103 2nd Avenue,1,1,1
112558,112558,1489,1012,The Mermaid Inn,(212) 674-5870,10003.0,NY,New York,96 2nd Ave,0,0,1,Mighty Quinn's Barbeque,(212) 677-3733,10003.0,NY,New York,103 2nd Avenue,1,1,1
112593,112593,1324,765,John’s Of Bleecker Street,(212) 243-1680,10014.0,NY,New York,278 Bleecker St,0,1,0,Magnolia Bakery,(212) 462-2572,10014.0,NY,New York,401 Bleecker Street,1,1,0
112601,112601,1001,765,Murray’s Cheese Bar,(646) 476-8882,10014.0,NY,New York,264 Bleecker St,0,1,0,Magnolia Bakery,(212) 462-2572,10014.0,NY,New York,401 Bleecker Street,1,1,0
112823,112823,390,274,Venezuelan Bowl Grill,(331) 318-0548,60614.0,IL,Chicago,2436 N Lincoln Ave,1,1,0,Perennial Virant - Hotel Lincoln,(312) 981-7070,60614.0,IL,Chicago,1800 N Lincoln Avenue,0,0,1
112839,112839,526,274,Bacino’s of Lincoln Park,(773) 472-7400,60614.0,IL,Chicago,2204 N Lincoln Ave,1,1,0,Perennial Virant - Hotel Lincoln,(312) 981-7070,60614.0,IL,Chicago,1800 N Lincoln Avenue,0,0,1
112853,112853,690,274,Perennial Virant,(312) 981-7070,60614.0,IL,Chicago,1800 N Lincoln Ave,0,1,1,Perennial Virant - Hotel Lincoln,(312) 981-7070,60614.0,IL,Chicago,1800 N Lincoln Avenue,0,0,1
112944,112944,20,207,Bavette’s Bar & Boeuf,(312) 624-8154,60654.0,IL,Chicago,218 W Kinzie St,0,0,0,Siena Tavern,(312) 595-1322,60654.0,IL,Chicago,51 West Kinzie Street,0,1,1
112949,112949,243,207,Beatrix River North,(312) 284-1377,60654.0,IL,Chicago,519 North Clark Street,0,1,1,Siena Tavern,(312) 595-1322,60654.0,IL,Chicago,51 West Kinzie Street,0,1,1
112961,112961,442,207,The Library,(312) 464-9544,60654.0,IL,Chicago,230 W Kinzie St,0,0,0,Siena Tavern,(312) 595-1322,60654.0,IL,Chicago,51 West Kinzie Street,0,1,1
112992,112992,731,207,Bow Truss Coffee Roasters River North,(312) 222-1306,60654.0,IL,Chicago,406 N Wells St,0,1,0,Siena Tavern,(312) 595-1322,60654.0,IL,Chicago,51 West Kinzie Street,0,1,1
112997,112997,303,207,Siena Tavern,(312) 595-1322,60654.0,IL,Chicago,51 W Kinzie St,0,1,1,Siena Tavern,(312) 595-1322,60654.0,IL,Chicago,51 West Kinzie Street,0,1,1
113013,113013,154,356,Momotaro,(312) 733-4818,60607.0,IL,Chicago,820 W Lake St,0,0,0,City Winery Chicago,(312) 733-9463,60607.0,IL,Chicago,1200 W Randolph Street,0,0,1
113017,113017,16,356,J.P. Graziano Grocery Co.,(312) 666-4587,60607.0,IL,Chicago,901 W Randolph St,1,1,1,City Winery Chicago,(312) 733-9463,60607.0,IL,Chicago,1200 W Randolph Street,0,0,1
113018,113018,60,356,Au Cheval,(312) 929-4580,60607.0,IL,Chicago,800 W Randolph S,0,0,0,City Winery Chicago,(312) 733-9463,60607.0,IL,Chicago,1200 W Randolph Street,0,0,1
113026,113026,313,356,The Publican,(312) 733-9555,60607.0,IL,Chicago,837 W Fulton Market,0,0,1,City Winery Chicago,(312) 733-9463,60607.0,IL,Chicago,1200 W Randolph Street,0,0,1
113167,113167,2713,2199,Long Bridge Pizza,(415) 829-8999,94107.0,CA,San Francisco,2347 3rd St,0,1,0,Pazzia,(415) 512-1693,94107.0,CA,San Francisco,337 3rd Street,0,0,1
113188,113188,2734,1555,Sophie’s Crepes,(415) 929-7732,94115.0,CA,San Francisco,1581 Webster St,0,1,0,Sweet Maple,(415) 655-9169,94115.0,CA,San Francisco,2101 Sutter Street,0,1,1
113221,113221,2661,1555,Sweet Maple,(415) 655-9169,94115.0,CA,San Francisco,2101 Sutter St,0,1,1,Sweet Maple,(415) 655-9169,94115.0,CA,San Francisco,2101 Sutter Street,0,1,1
113254,113254,1936,3320,Wasabi,(206) 441-6044,98121.0,WA,Seattle,2311 2nd Ave,0,1,1,Wasabi Japanese Restaurant & Sushi Bar,(206) 441-6044,98121.0,WA,Seattle,2311 2nd Avenue,0,1,1
113348,113348,243,512,Beatrix River North,(312) 284-1377,60654.0,IL,Chicago,519 North Clark Street,0,1,1,Mother Hubbard's Sports Pub,(312) 828-0007,60654.0,IL,Chicago,5 W Hubbard Street,0,1,0
113630,113630,1110,834,Craft,(212) 780-0880,10003.0,NY,New York,43 E 19th St,0,0,0,Craft,(212) 780-0880,10003.0,NY,New York,43 E 19th Street,0,0,0
113634,113634,1186,834,Cha-An,(212) 228-8030,10003.0,NY,New York,230 E 9th St,0,1,0,Craft,(212) 780-0880,10003.0,NY,New York,43 E 19th Street,0,0,0
113644,113644,1311,834,Graffiti Food & Wine Bar,(212) 677-0695,10003.0,NY,New York,224 E 10th St,0,0,0,Craft,(212) 780-0880,10003.0,NY,New York,43 E 19th Street,0,0,0
113649,113649,1361,834,Bowery Meat Company,(212) 460-5255,10003.0,NY,New York,9 E 1st St,0,0,1,Craft,(212) 780-0880,10003.0,NY,New York,43 E 19th Street,0,0,0
114219,114219,1457,935,Locanda Verde,(212) 925-3797,10013.0,NY,New York,377 Greenwich St,0,0,1,Grotta Azzurra Ristorante,(212) 925-8775,10013.0,NY,New York,177 Mulberry Street,1,1,1
114314,114314,2438,1688,Rosamunde Sausage Grill,(415) 437-6851,94117.0,CA,San Francisco,545 Haight St,1,1,0,Pork Store Cafe,(415) 864-6981,94117.0,CA,San Francisco,1451 Haight Street,0,1,0
114318,114318,2655,1688,Parada 22,(415) 750-1111,94117.0,CA,San Francisco,1805 Haight St,1,1,0,Pork Store Cafe,(415) 864-6981,94117.0,CA,San Francisco,1451 Haight Street,0,1,0
114325,114325,2931,1688,Pork Store Cafe,(415) 864-6981,94117.0,CA,San Francisco,1451 Haight St,0,1,0,Pork Store Cafe,(415) 864-6981,94117.0,CA,San Francisco,1451 Haight Street,0,1,0
114329,114329,2981,1688,Blue Front Cafe,(415) 252-5917,94117.0,CA,San Francisco,1430 Haight St,0,1,0,Pork Store Cafe,(415) 864-6981,94117.0,CA,San Francisco,1451 Haight Street,0,1,0
114439,114439,618,510,Sticky Rice,(773) 588-0133,60618.0,IL,Chicago,4018 N Western Ave,1,1,0,Sticky Rice,(773) 588-0133,60618.0,IL,Chicago,4018 N. Western Avenue,1,1,1
114870,114870,292,443,Palace Grill,(312) 226-9529,60607.0,IL,Chicago,1408 W Madison St,0,1,1,Glazed & Infused,(312) 226-5556,60607.0,IL,Chicago,813 W. Fulton Market,0,1,1
114891,114891,727,443,Gus’s World Famous Fried Chicken,(312) 733-1971,60607.0,IL,Chicago,847 West Fulton Market,0,1,1,Glazed & Infused,(312) 226-5556,60607.0,IL,Chicago,813 W. Fulton Market,0,1,1
115069,115069,243,551,Beatrix River North,(312) 284-1377,60654.0,IL,Chicago,519 North Clark Street,0,1,1,Untitled Supper Club,(312) 880-1511,60654.0,IL,Chicago,111 West Kinzie Street,0,0,1
115093,115093,509,551,Ruth’s Chris Steak House,(312) 321-2725,60654.0,IL,Chicago,431 N Dearborn St,0,1,0,Untitled Supper Club,(312) 880-1511,60654.0,IL,Chicago,111 West Kinzie Street,0,0,1
115131,115131,731,551,Bow Truss Coffee Roasters River North,(312) 222-1306,60654.0,IL,Chicago,406 N Wells St,0,1,0,Untitled Supper Club,(312) 880-1511,60654.0,IL,Chicago,111 West Kinzie Street,0,0,1
115146,115146,2584,1739,Four Barrel Coffee,(415) 252-0800,94103.0,CA,San Francisco,375 Valencia St,0,1,1,Four Barrel,(415) 252-0800,94103.0,CA,San Francisco,375 Valencia Street,0,1,1
115191,115191,391,368,Taco Joint,(312) 951-2457,60614.0,IL,Chicago,1969 N Halsted St,1,1,0,Taco Joint,(312) 951-2457,60614.0,IL,Chicago,1969 N Halsted Street,1,1,0
115285,115285,3001,1656,Stella Pastry & Cafe,(415) 986-2914,94133.0,CA,San Francisco,446 Columbus Ave,0,1,0,Rose Pistola,(415) 399-0499,94133.0,CA,San Francisco,532 Columbus Avenue,0,0,1
115310,115310,2633,1656,Piccolo Forno,(415) 757-0087,94133.0,CA,San Francisco,725 Columbus Ave,0,1,1,Rose Pistola,(415) 399-0499,94133.0,CA,San Francisco,532 Columbus Avenue,0,0,1
115318,115318,2092,3419,The Hi Spot Cafe,(206) 325-7905,98122.0,WA,Seattle,1410 34th Ave,0,1,1,Hi Spot Cafe,(206) 325-7905,98122.0,WA,Seattle,1410 34th Avenue,0,1,1
115328,115328,2351,3419,Oddfellows Cafe & Bar,(206) 325-0807,98122.0,WA,Seattle,1525 10th Ave,0,1,1,Hi Spot Cafe,(206) 325-7905,98122.0,WA,Seattle,1410 34th Avenue,0,1,1
115770,115770,695,209,Burger Bar Chicago - Lincoln Park,(312) 255-0055,60642.0,IL,Chicago,1578 N Clybourn Ave,1,1,1,Burger Bar,(312) 255-0055,60642.0,IL,Chicago,1578 N Clybourn Avenue,0,1,1
115844,115844,1238,1001,Morimoto,(212) 989-8883,10011.0,NY,New York,88 10th Ave,0,0,0,Tao Downtown,(212) 888-2724,10011.0,NY,New York,92 9th Avenue,0,0,0
115856,115856,807,1001,Los Tacos No.1,(212) 256-0343,10011.0,NY,New York,75 9th Ave,0,1,0,Tao Downtown,(212) 888-2724,10011.0,NY,New York,92 9th Avenue,0,0,0
115906,115906,1366,1377,Il Tinello Ristorante Italiano,(212) 245-4388,10019.0,NY,New York,16 W 56th St,0,0,0,McGee's Pub and Restaurant,(212) 957-3536,10019.0,NY,New York,240 W 55th Street,1,1,0
115924,115924,2084,3306,Via Tribunali,(206) 322-9234,98122.0,WA,Seattle,913 E Pike St,0,1,0,Via Tribunali,(206) 322-9234,98122.0,WA,Seattle,913 East Pike Street,0,1,0
115930,115930,2369,3306,Big Mario’s New York Style Pizza,(206) 455-9583,98122.0,WA,Seattle,1009 E Pike St,1,1,0,Via Tribunali,(206) 322-9234,98122.0,WA,Seattle,913 East Pike Street,0,1,0
116546,116546,1279,1246,Gyu-Kaku Japanese BBQ,(212) 475-2989,10003.0,NY,New York,34 Cooper Sq,0,1,0,Gyu-Kaku,(212) 475-2989,10003.0,NY,New York,34 Cooper Square,0,1,0
116983,116983,2600,1801,Chiotras Grocery,(415) 824-2353,94107.0,CA,San Francisco,858 Rhode Island St,0,1,1,Tres,(415) 227-0500,94107.0,CA,San Francisco,130 Townsend Street,0,1,0
117131,117131,2767,2107,Harris’ Restaurant,(415) 673-1888,94109.0,CA,San Francisco,2100 Van Ness Ave,0,0,0,Ristorante Milano,(415) 673-2961,94109.0,CA,San Francisco,1448 Pacific Avenue,0,0,0
117164,117164,2926,2107,Ristorante Milano,(415) 673-2961,94109.0,CA,San Francisco,1448 Pacific Ave,0,1,0,Ristorante Milano,(415) 673-2961,94109.0,CA,San Francisco,1448 Pacific Avenue,0,0,0
117167,117167,2975,2107,Dolce Amore,(415) 674-7716,94109.0,CA,San Francisco,1477 Van Ness Ave,1,1,1,Ristorante Milano,(415) 673-2961,94109.0,CA,San Francisco,1448 Pacific Avenue,0,0,0
117224,117224,1541,1032,Cafe Himalaya,(212) 358-0160,10009.0,NY,New York,78 E 1st St,1,1,0,Root & Bone,(646) 682-7080,10009.0,NY,New York,200 E 3rd Street,0,0,1
117255,117255,2737,1932,El Metate Restaurant,(415) 641-7209,94110.0,CA,San Francisco,2406 Bryant St,0,1,1,St. Francis Fountain,(415) 826-4210,94110.0,CA,San Francisco,2801 24th Street,0,1,0
117272,117272,2491,1932,El Farolito,(415) 824-7877,94110.0,CA,San Francisco,2779 Mission St,0,1,0,St. Francis Fountain,(415) 826-4210,94110.0,CA,San Francisco,2801 24th Street,0,1,0
117284,117284,2650,1932,24th Street Mini Park,(415) 717-2872,94110.0,CA,San Francisco,24th St & York St,0,0,0,St. Francis Fountain,(415) 826-4210,94110.0,CA,San Francisco,2801 24th Street,0,1,0
117286,117286,2659,1932,Taqueria Cancún,(415) 252-9560,94110.0,CA,San Francisco,2288 Mission St,0,1,0,St. Francis Fountain,(415) 826-4210,94110.0,CA,San Francisco,2801 24th Street,0,1,0
117292,117292,2727,1932,El Farolito,(415) 641-0758,94110.0,CA,San Francisco,2950 24th St,0,1,0,St. Francis Fountain,(415) 826-4210,94110.0,CA,San Francisco,2801 24th Street,0,1,0
117316,117316,2972,1932,24th Street Bar,(415) 282-2440,94110.0,CA,San Francisco,3336 24th St,0,0,0,St. Francis Fountain,(415) 826-4210,94110.0,CA,San Francisco,2801 24th Street,0,1,0
117333,117333,3065,1932,Sun Rise Restaurant,(415) 206-1219,94110.0,CA,San Francisco,3126 24th St,0,1,0,St. Francis Fountain,(415) 826-4210,94110.0,CA,San Francisco,2801 24th Street,0,1,0
117478,117478,1823,3313,Joule,(206) 632-5685,98103.0,WA,Seattle,3506 Stone Way N,0,0,1,The Whale Wins,(206) 632-9425,98103.0,WA,Seattle,3506 Stone Way N,0,0,1
117479,117479,1843,3313,Pie,(206) 436-8590,98103.0,WA,Seattle,3515 Fremont Ave N,1,1,1,The Whale Wins,(206) 632-9425,98103.0,WA,Seattle,3506 Stone Way N,0,0,1
117509,117509,694,140,NoMI Kitchen,(312) 239-4030,60611.0,IL,Chicago,800 N Michigan Ave,0,0,1,Devon Seafood Grill,(312) 440-8660,60611.0,IL,Chicago,39 E Chicago Avenue,0,1,1
117648,117648,736,140,Devon Seafood Grill,(312) 440-8660,60611.0,IL,Chicago,39 E Chicago Ave,0,1,0,Devon Seafood Grill,(312) 440-8660,60611.0,IL,Chicago,39 E Chicago Avenue,0,1,1
117697,117697,566,673,La Plena Restaurant,(773) 276-5795,60622.0,IL,Chicago,2617 W Division St,0,1,1,Bangers & Lace,(773) 252-6499,60622.0,IL,Chicago,1670 W. Division Street,0,0,1
117708,117708,748,673,Alliance Bakery & Cafe,(773) 278-0366,60622.0,IL,Chicago,1736 W Division St,0,1,1,Bangers & Lace,(773) 252-6499,60622.0,IL,Chicago,1670 W. Division Street,0,0,1
117842,117842,2928,1961,Cinderella Bakery & Cafe,(415) 751-9690,94118.0,CA,San Francisco,436 Balboa St,0,1,1,Sushi Bistro,(415) 933-7100,94118.0,CA,San Francisco,431 Balboa Street,0,1,0
118125,118125,1663,3274,Dahlia Bakery,(206) 441-4540,98121.0,WA,Seattle,2001 4th Ave,0,1,1,Dahlia Lounge,(206) 682-4142,98121.0,WA,Seattle,2001 4th Avenue,0,1,0
118126,118126,1680,3274,List,(206) 441-1000,98121.0,WA,Seattle,2226 1st Ave,0,0,1,Dahlia Lounge,(206) 682-4142,98121.0,WA,Seattle,2001 4th Avenue,0,1,0
118128,118128,1738,3274,Lola,(206) 441-1430,98121.0,WA,Seattle,2000 4th Ave,0,1,1,Dahlia Lounge,(206) 682-4142,98121.0,WA,Seattle,2001 4th Avenue,0,1,0
118132,118132,1910,3274,Dahlia Lounge,(206) 682-4142,98121.0,WA,Seattle,2001 4th Ave,0,1,0,Dahlia Lounge,(206) 682-4142,98121.0,WA,Seattle,2001 4th Avenue,0,1,0
118231,118231,1302,1099,Clinton Street Baking Company,(646) 602-6263,10002.0,NY,New York,4 Clinton St,1,1,0,Ivan Ramen,(646) 678-3859,10002.0,NY,New York,25 Clinton Street,1,1,1
118273,118273,827,726,Eleven Madison Park,(212) 889-0905,10010.0,NY,New York,11 Madison Ave,0,0,0,Eleven Madison Park,(212) 889-0905,10010.0,NY,New York,11 Madison Avenue,0,0,0
118342,118342,535,202,Bongiorno’s Italian Deli & Pizzeria,(312) 755-1255,60611.0,IL,Chicago,405 N Wabash Ave,1,1,1,Sixteen,(312) 588-8001,60611.0,IL,Chicago,401 North Wabash Avenue,0,1,0
118388,118388,2767,2279,Harris’ Restaurant,(415) 673-1888,94109.0,CA,San Francisco,2100 Van Ness Ave,0,0,0,Helmand Palace,(415) 345-0072,94109.0,CA,San Francisco,2424 Van Ness Avenue,1,1,0
118393,118393,2819,2279,Helmand Palace,(415) 345-0072,94109.0,CA,San Francisco,2424 Van Ness Ave,1,1,0,Helmand Palace,(415) 345-0072,94109.0,CA,San Francisco,2424 Van Ness Avenue,1,1,0
118402,118402,2975,2279,Dolce Amore,(415) 674-7716,94109.0,CA,San Francisco,1477 Van Ness Ave,1,1,1,Helmand Palace,(415) 345-0072,94109.0,CA,San Francisco,2424 Van Ness Avenue,1,1,0
118865,118865,2410,1928,b. Patisserie,(415) 440-1700,94115.0,CA,San Francisco,2821 California St,0,1,1,B. Patisserie,(415) 440-1700,94115.0,CA,San Francisco,2821 California Street,0,0,1
118894,118894,2965,1928,Pizzeria Delfina,(415) 440-1189,94115.0,CA,San Francisco,2406 California St,0,1,1,B. Patisserie,(415) 440-1700,94115.0,CA,San Francisco,2821 California Street,0,0,1
118997,118997,1020,1104,B Side Pizza & Wine Bar,(646) 679-7225,10019.0,NY,New York,370 W 51st St,0,1,0,Natsumi Bar And Lounge,(212) 258-2988,10019.0,NY,New York,226 W 50th Street,0,1,0
