id,Name,Phone,Zipcode,State,City,Address,Delivery,Takeout,Outdoor_seating
2738,Dusty's American Bistro,,90026,CA,Los Angeles,3200 W Sunset Blvd,0,0,0
2739,Tortilla Republic,(310) 657-9888,90069,CA,West Hollywood,616 N Robertson Boulevard,1,1,1
2740,Kabuki Japanese,(818) 704-8700,91364,CA,Woodland Hills,20940 Ventura Blvd,1,1,0
2741,Belmont,(310) 659-8871,90069,CA,Los Angeles,747 N La Cienega Blvd,0,0,0
2742,Sushi Dan,(818) 985-2254,91604,CA,Studio City,11056 Ventura Blvd,1,1,0
2743,Gumbo Pot,(323) 933-0358,90036,CA,Los Angeles,6333 W 3rd St,0,0,0
2744,Buenos Aires Grill,(818) 772-5552,91324,CA,Northridge,8856 Corbin Ave,0,0,0
2745,Italy's Little Kitchen,(310) 645-1220,90045,CA,Los Angeles,8516 Lincoln Blvd,1,1,0
2746,Fresh Corn Grill,(310) 470-0414,90024,CA,Los Angeles,1266a Westwood Blvd,0,1,1
2747,Chart House,(310) 822-4144,90292,CA,Marina Del Rey,13950 Panay Way,0,0,0
2748,Redbird,(213) 788-1191,90012,CA,Los Angeles,114 E 2nd St,1,1,1
2749,Jerry's Famous Deli,(310) 821-6626,90292,CA,Marina Del Rey,13181 Mindanao Way,1,1,0
2750,Coffee Table Bistro,(323) 255-2200,90041,CA,Eagle Rock,1958 Colorado Blvd,0,0,0
2751,P.F. Chang's China Bistro,(818) 784-1694,91403,CA,Sherman Oaks,15301 Ventura Blvd,1,1,0
2752,Sakura Japanese,(310) 822-7790,90066,CA,Los Angeles,4545 S Centinela Ave,0,0,0
2753,Wood Ranch BBQ & Grill,(323) 937-6800,90036,CA,Los Angeles,189 The Grove Dr,0,0,0
2754,Spring Street Smoke House,(213) 626-0535,90012,CA,Los Angeles,640 N Spring St,1,1,0
2755,Bollywood Bites,(310) 824-1046,90024,CA,Los Angeles,1051 Gayley Ave,1,1,0
2756,Overland Cafe,(310) 559-9999,90034,CA,Los Angeles,3601 Overland Ave,1,1,0
2757,Fabiolus Cucina,(323) 467-2882,90028,CA,Los Angeles,6270 Sunset Blvd,1,1,1
2758,The Palm,(310) 550-8811,90210,CA,Beverly Hills,267 N Canon Dr,0,0,0
2759,Kushiyu,(818) 609-9050,91356,CA,Los Angeles,18713 Ventura Blvd,0,0,0
2760,Gyu-Kaku,(310) 234-8641,90064,CA,Los Angeles,10925 W Pico Blvd,0,0,0
2761,Desert Rose Restaurant & Bar,(323) 666-1166,90027,CA,Los Angeles,1700 Hillhurst Ave,1,1,1
2762,Scratch Bar,(310) 289-8010,90211,CA,Los Angeles,111 North La Cienega Boulevard,1,1,1
2763,Nic's,(310) 550-5707,90210,CA,Los Angeles,453 N Canon Dr,1,1,0
2764,Gangadin,(818) 509-0722,91604,CA,Studio City,12067 Ventura Pl,1,1,0
2765,Larry's Venice,(310) 399-2700,90291,CA,Los Angeles,24 Windward Ave,0,0,1
2766,Sycamore Kitchen,(323) 935-2977,90036,CA,Los Angeles,143 S La Brea Ave,0,0,0
2767,The Kitchen at Westwood,(424) 394-0593,90024,CA,Los Angeles,1510 Westwood Boulevard Los Angeles,1,1,0
2768,Agra Cafe,(323) 665-7818,90029,CA,Los Angeles,4325 W Sunset Blvd,1,1,0
2769,Summer Canteen,(818) 985-6611,91602,CA,North Hollywood,4444 Lankershim blvd,1,1,1
2770,The Addiction Bistro,(323) 203-1793,90048,CA,Los Angeles,408 N La Cienega Blvd,0,0,1
2771,The Bar-B-Que Bar,(818) 754-0030,91601,CA,Los Angeles,10863 Magnolia Blvd,1,1,0
2772,Marmalade Cafe,(818) 905-8872,91403,CA,Sherman Oaks,14910 Ventura Blvd,1,1,0
2773,Pizzeria il Fico,(310) 271-3426,90048,CA,Los Angeles,310 S Robertson Blvd,1,1,1
2774,Fleming's Steakhouse,(213) 745-9911,90015,CA,Los Angeles,800 W Olympic Blvd Ste 113,1,1,1
2775,Cerveteca,(310) 310-8937,90291,CA,Los Angeles,523 Rose Ave,1,1,1
2776,Mao's Kitchen,(310) 581-8305,90291,CA,Venice,1512 Pacific Ave.,1,1,0
2777,Sushi Go 55,(213) 687-0777,90013,CA,Los Angeles,333 S Alameda St Ste 317,0,0,0
2778,Cafe Buna,(310) 823-2430,90292,CA,Marina Del Rey,3105 Washington Blvd,1,0,1
2779,Paco's Tacos,(310) 645-8692,90045,CA,Los Angeles,6212 W Manchester Ave,0,0,0
2780,Blue Palms Brewhouse,(323) 464-2337,90028,CA,Los Angeles,6124 Hollywood Blvd,0,0,0
2781,Mort's Delicatessen &,(818) 345-3700,91356,CA,Tarzana,18452 Clark St,0,0,0
2782,The Little Bear,(213) 622-8100,90021,CA,Los Angeles,1855 Industrial St,0,0,0
2783,Sushi Zo,(310) 842-3977,90034,CA,Los Angeles,9824 National Blvd Unit C,0,0,0
2784,Vintage Enoteca,(323) 512-5278,90046,CA,Los Angeles,7554 W Sunset Blvd,0,0,1
2785,Zinque,(424) 284-3930,90069,CA,West Hollywood,8684 Melrose Ave,1,1,0
2786,Marix Tex Mex Cafe,(323) 656-8800,90069,CA,West Hollywood,1108 N Flores St,1,1,0
2787,Lido Pizza,(818) 781-2551,91411,CA,Van Nuys,15232 Victory Blvd,0,0,0
2788,Vivoli Cafe & Trattoria,(323) 656-5050,90046,CA,West Hollywood,7994 W Sunset Blvd,1,1,0
2789,The Cannibal Beer & Butcher,(310) 838-2783,90232,CA,Culver City,8850 Washington Boulevard,0,1,0
2790,Alma,(213) 244-1422,90015,CA,Los Angeles,952 S Broadway,0,0,0
2791,Solar de Cahuenga,(323) 467-7510,90028,CA,Hollywood,1847 N Cahuenga Blvd,1,1,1
2792,Delphi Greek,(310) 478-2900,90024,CA,Los Angeles,1383 Westwood Blvd,1,1,1
2793,Jerry's Famous Deli,(818) 980-4245,91604,CA,Studio City,12655 Ventura Blvd,1,1,0
2794,The Fix Burger,(323) 661-8494,90027,CA,Los Angeles,2520 Hyperion Ave,0,0,0
2795,Ramen Yamadaya,(310) 815-8776,90232,CA,Culver City,11172 Washington Blvd,0,0,0
2796,Biergarten,(323) 466-4860,90004,CA,Los Angeles,206 N. Western Ave,0,0,0
2797,Crave Cafe,(818) 990-7888,91403,CA,Sherman Oaks,14504 Ventura Blvd.,0,0,1
2798,Pitfire Pizza Company,(310) 481-9860,90025,CA,Los Angeles,2018 Westwood Blvd,1,1,0
2799,Chan Dara,(323) 467-1052,90004,CA,Los Angeles,310 N Larchmont Blvd,1,1,0
2800,LA Paella,(323) 951-0745,90048,CA,Los Angeles,476 S San Vicente Boulevard,0,1,0
2801,Steven's Steak & Seafood House,(323) 723-9856,90040,CA,City of Commerce,5332 Stevens Pl,0,0,0
2802,Maccheroni Republic,(213) 346-9725,90013,CA,Los Angeles,332 S Broadway,0,0,1
2803,The Springs,(213) 223-6226,90021,CA,Los Angeles,608 Mateo St,1,1,0
2804,Cactus Mexican Food,(323) 464-5865,90038,CA,Los Angeles,950 Vine St,0,0,1
2805,Electric Karma,(323) 653-2121,90048,CA,Los Angeles,8222 W 3rd St,1,1,0
2806,The Curious Palate,(310) 437-0144,90066,CA,Los Angeles,12034 Venice Blvd,0,0,0
2807,Vegan Joint,(310) 559-1357,90034,CA,Los Angeles,10438 National Blvd,1,1,0
2808,Shintaro,(323) 882-6524,90068,CA,Los Angeles,1900 N Highland Ave,0,0,0
2809,Beverly Soon Tofu House,(213) 380-1113,90006,CA,Los Angeles,2717 W Olympic Blvd,0,0,0
2810,Bugatta,(323) 964-9494,90046,CA,Los Angeles,7174 Melrose Ave,0,0,1
2811,The Park,(213) 482-9209,90026,CA,Los Angeles,1400 W Sunset Blvd,1,1,0
2812,Celadon Thai Kitchen,(310) 823-8100,90066,CA,Los Angeles,13364 W Washington Blvd,1,0,0
2813,Sapp Coffee Shop,(323) 665-1035,90027,CA,Los Angeles,5183 Hollywood Blvd,0,0,0
2814,Rahel Ethiopian Vegan Cuisine,(323) 937-8401,90019,CA,Los Angeles,1047 S Fairfax Ave,1,1,0
2815,Greenspan's Grilled Cheese,(323) 591-0177,90046,CA,Los Angeles,7461 Melrose Avenue,1,1,0
2816,Hugo's Tacos,(818) 762-7771,91604,CA,Studio City,4749 Coldwater Canyon Ave,1,1,0
2817,Chalet Edelweiss,(310) 645-8740,90045,CA,Los Angeles,8740 S Sepulveda Blvd,1,1,0
2818,Viet Noodle Bar,(323) 906-1575,90039,CA,Los Angeles,3133 Glendale Blvd,0,0,0
2819,Katsu-Ya,(818) 788-2396,91436,CA,Los Angeles,16542 Ventura Blvd,0,0,0
2820,Bella Pita,(310) 209-1050,90024,CA,Los Angeles,960 Gayley Ave,1,1,0
2821,Ciros,(323) 269-5104,90033,CA,Los Angeles,705 N Evergreen Ave,0,0,0
2822,Blue Hen,(323) 982-9900,90041,CA,Los Angeles,1743 Colorado Blvd,1,0,0
2823,El Cochinito,(323) 668-0737,90026,CA,Los Angeles,3508 West Sunset Boulevard,0,1,0
2824,Carney's,(818) 761-8300,91604,CA,Studio City,12601 Ventura Blvd,0,0,0
2825,Du-Par's,(818) 766-4437,91604,CA,Los Angeles,12036 Ventura Blvd,0,0,0
2826,Octopus,(213) 402-1500,90017,CA,Los Angeles,729 W 7th St,1,0,0
2827,Leo & Lily,(818) 222-6622,91364,CA,Los Angeles,22420 Ventura Blvd.,1,1,1
2828,The Hudson,(323) 654-6686,90046,CA,Los Angeles,1114 N Crescent Heights Blvd,0,0,0
2829,Ike's Place,(310) 208-0770,90024,CA,Los Angeles,1151 Westwood Blvd,1,1,0
2830,Tropicana Bakery,(562) 806-8343,90241,CA,Los Angeles,10218 Paramount Blvd.,0,0,0
2831,Da Pasquale,(310) 859-3884,90210,CA,Beverly Hills,9749 Santa Monica Blvd,1,1,0
2832,Ronnie's Diner,(310) 578-9399,90066,CA,Los Angeles,12740 Culver Blvd,0,0,0
2833,Zip Fusion,(213) 680-3770,90013,CA,Los Angeles,744 E 3rd St,0,0,0
2834,Redwood Bar & Grill,(213) 680-2600,90012,CA,Los Angeles,316 W 2nd St,0,0,1
2835,The Churchill,(323) 655-8384,90048,CA,Los Angeles,8384 W. 3rd St,1,1,1
2836,Art's Deli,(818) 762-1221,91604,CA,Studio City,12224 Ventura Blvd,1,1,0
2837,Gaucho Grill,(310) 447-7898,90049,CA,Los Angeles,11754 San Vicente Blvd,1,1,0
2838,El Nopal Restaurant,(310) 559-4732,90034,CA,Los Angeles,10426 National Blvd,1,1,0
2839,Kabuki Japanese,(310) 641-5524,90045,CA,Los Angeles,6081 Center Dr Fl 2,1,1,0
2840,Spice Affair,(310) 400-6800,90211,CA,Beverly Hills,50 N La Cienega,1,1,0
2841,OB Bear,(213) 480-4910,90005,CA,Los Angeles,3002 W 7th St,0,0,0
2842,The Pikey,(323) 850-5400,90046,CA,Los Angeles,7617 W Sunset Blvd,1,1,1
2843,Tatsu Ramen,(310) 684-2889,90025,CA,Los Angeles,2123 Sawtelle Blvd,0,0,0
2844,Electric Lotus,,90027,CA,Los Angeles,4656 Franklin Ave,1,1,0
2845,Demitasse,(213) 613-9300,90012,CA,Los Angeles,135 S San Pedro St,0,0,1
2846,Yxta Cocina Mexicana,(213) 596-5579,90021,CA,Los Angeles,601 S Central Ave,0,0,1
2847,Pizzasaurus Rex,(818) 772-7739,91325,CA,Northridge,17646 Lassen St,1,1,0
2848,Delancey Bar and Pizzeria,(323) 469-2100,90028,CA,Hollywood,5936 W Sunset Blvd,1,0,0
2849,The Nosh of Beverly Hills,(310) 271-3730,90210,CA,Beverly Hills,9689 Santa Monica Blvd,1,1,0
2850,Tomato Pie Pizza Joint,(323) 661-6474,90027,CA,Silver Lake,2457 Hyperion Ave,1,1,0
2851,Vitello's Osteria,(818) 769-0905,91604,CA,Studio City,4349 Tujunga Ave,1,1,1
2852,Kiwami,(818) 763-3910,91604,CA,Studio City,11920 Ventura Boulevard,0,0,0
2853,Chi Dynasty,(323) 667-3388,90027,CA,Los Angeles,1813 Hillhurst Ave,1,1,0
2854,Burger Lounge,(310) 289-9250,90069,CA,West Hollywood,8539 W Sunset Blvd,0,0,0
2855,Larsen's Grill,(818) 386-9500,91436,CA,Los Angeles,16101 Ventura Blvd Ste 270,0,0,0
2856,Off Vine,(323) 962-1900,90028,CA,Los Angeles,6263 Leland Way,1,0,1
2857,Taj Mahal,(818) 345-2244,91316,CA,Los Angeles,17815 Ventura Blvd,1,1,1
2858,Hamburger Mary's,(323) 654-3800,90046,CA,West Hollywood,8288 Santa Monica Blvd,1,1,0
2859,Aroma,(323) 644-2833,90026,CA,Los Angeles,2903 W Sunset Blvd,1,1,0
2860,Sage - a Plant Based Bistro,(424) 228-5835,90230,CA,Culver City,4130 Sepulveda Blvd,1,1,0
2861,Big Wangs,(323) 469-2449,90028,CA,Hollywood,1562 N Cahuenga Blvd,1,1,0
2862,Villains Tavern,(213) 613-0766,90013,CA,Los Angeles,1356 Palmetto St,0,0,1
2863,Tahoe Galbi,(213) 365-9000,90010,CA,Los Angeles,3986 Wilshire Blvd,0,0,0
2864,Natalee Thai Cuisine,(310) 855-9380,90035,CA,Los Angeles,998 S Robertson Blvd,1,1,0
2865,Millions of Milkshakes,Not Available,90069,CA,Los Angeles,8910 Santa Monica Blvd,0,0,0
2866,Alfred Coffee & Kitchen,(323) 944-0811,90069,CA,Los Angeles,8428 Melrose Place,1,1,1
2867,Eastside Market Italian Deli,(213) 250-2464,90012,CA,Los Angeles,1013 Alpine Street,1,1,0
2868,Kay 'n Dave's Cantina,(310) 558-8100,90232,CA,Culver City,9341 Culver Blvd,1,1,1
2869,Caffe Roma,(310) 274-7834,90210,CA,Beverly Hills,350 N Canon Dr,1,1,0
2870,Soi.7,(213) 537-0333,90014,CA,Los Angeles,518 W 7th St,1,1,0
2871,Industriel,(213) 488-8020,90017,CA,Los Angeles,609 S Grand Ave,1,1,0
2872,Nong La Cafe,(310) 268-1881,90025,CA,Los Angeles,2055 Sawtelle Blvd,0,0,0
2873,Kaya Sushi,(310) 577-1143,90292,CA,Marina Del Rey,13400 Washington Blvd,0,0,0
2874,Bourgeois Pig,(323) 464-6008,90028,CA,Los Angeles,5931 Franklin Ave,0,0,1
2875,California Pita & Grill,(818) 999-1118,91364,CA,Los Angeles,21753 Ventura Boulevard,1,1,0
2876,Carlitos Gardel,(323) 655-0891,90046,CA,Los Angeles,7963 Melrose Ave,0,0,0
2877,Angelino Pizzeria Express,(818) 769-5241,91602,CA,North Hollywood,4386 Lankershim Blvd,0,0,0
2878,Killer Cafe,(310) 578-2250,90292,CA,Marina Del Rey,4213 Admiralty Way,1,1,1
2879,Giamela's Submarine Sandwiches,(323) 661-9444,90039,CA,Los Angeles,3178 Los Feliz Blvd,0,0,0
2880,Forage,(323) 663-6885,90026,CA,Los Angeles,3823 W Sunset Blvd,0,0,0
2881,Loteria Grill,(818) 508-5300,91604,CA,Studio City,12050 Ventura Blvd.,1,1,1
2882,Monte Alban,(310) 444-7736,90025,CA,Los Angeles,11927 Santa Monica Blvd,1,1,0
2883,Bar Marmont,(323) 650-0575,90069,CA,West Hollywood,8171 W Sunset Blvd,0,0,0
2884,Wolfgang Puck at Hotel Bel-Air,(310) 909-1644,90077,CA,Los Angeles,701 Stone Canyon Rd,0,0,0
2885,Tiago Coffee Bar + Kitchen,(323) 466-5600,90028,CA,Los Angeles,7080 hollywood blvd,0,0,0
2886,Mulberry Street Pizzeria,(818) 906-8881,91316,CA,Encino,17040 Ventura Boulevard,1,1,1
2887,L.A. Prime,(213) 612-4743,90071,CA,Los Angeles,404 S Figueroa St Fl 35,0,0,0
2888,Carnival,(818) 784-3469,91423,CA,Sherman Oaks,4356 Woodman Ave,0,0,0
2889,Marco's,(323) 650-1060,90046,CA,West Hollywood,8200 Santa Monica Blvd,1,1,1
2890,Church Key,(424) 249-3700,90069,CA,West Hollywood,8730 W Sunset Blvd,0,0,0
2891,Furaibo,(310) 444-1432,90025,CA,Los Angeles,2068 Sawtelle Blvd,0,0,0
2892,9021Pho,(310) 275-7077,90210,CA,Beverly Hills,490 N Beverly Dr,1,1,1
2893,Good Girl Dinette,(323) 257-8980,90042,CA,Los Angeles,110 North Ave 56,0,0,0
2894,Du Par's,(323) 933-8446,90036,CA,Los Angeles,6333 W 3rd St,0,0,0
2895,Ca' Del Sole,(818) 985-4669,91602,CA,Los Angeles,4100 Cahuenga Blvd,0,0,1
2896,Mexicali Taco & Co,(213) 613-0416,90012,CA,Los Angeles,702 N Figueroa St,0,1,1
2897,Le Petit Four,(310) 652-3863,90069,CA,West Hollywood,8654 West Sunset Boulevard,0,1,0
2898,Ramayani Westwood,(310) 477-3315,90024,CA,Los Angeles,1777 Westwood Blvd,0,0,0
2899,Meet Restaurant,(310) 815-8222,90232,CA,Culver City,9727 Culver Blvd,1,1,0
2900,Flavor of India,(310) 274-1715,90038,CA,Los Angeles,9045 Santa Monica Blvd,1,1,0
2901,Enoteca Drago,(310) 786-8236,90210,CA,Beverly Hills,410 N Canon Dr,0,0,0
2902,Arashi Sushi,(213) 749-1900,90015,CA,Los Angeles,1111 S Hope St #100,0,0,0
2903,Nice Guy,(310) 360-9500,90048,CA,Los Angeles,401 N La Cienega Blvd,1,1,0
2904,The Eclectic,(818) 760-2233,91601,CA,North Hollywood,5156 Lankershim Blvd,1,1,1
2905,Anarkali Indian Restaurant,(323) 934-6488,90038,CA,Los Angeles,7013 Melrose Ave,1,1,0
2906,Churros Calientes,(424) 248-3890,90025,CA,Los Angeles,11521 Santa Monica Blvd.,1,1,1
2907,Angelo's Ristorante Italiano,(818) 998-7728,91311,CA,Chatsworth,20539 Devonshire St,0,0,0
2908,Pot,(213) 381-7411,90010,CA,Los Angeles,3515 Wilshire Blvd,0,0,0
2909,Asanebo,(818) 760-3348,91604,CA,Studio City,11941 Ventura Blvd,0,0,0
2910,Krua Thai,(818) 759-7998,91605,CA,North Hollywood,13130 Sherman Way,0,0,0
2911,Springbok Bar & Grill,(818) 988-9786,91406,CA,Los Angeles,16153 Victory Blvd,1,1,0
2912,The Trails,(323) 871-2102,90068,CA,Los Angeles,2333 Fern Dell Dr,0,0,1
2913,Feed Body & Soul,(310) 450-5550,90291,CA,Venice,1239 Abbot Kinney Blvd,1,1,1
2914,Centanni Trattoria,(310) 314-7275,90291,CA,Los Angeles,1700 Lincoln Blvd.,0,0,0
2915,Sushiya On Sunset,(310) 659-9804,90069,CA,Los Angeles,8650 W Sunset Blvd,1,1,1
2916,Mr. Pizza,(213) 738-0077,90005,CA,Los Angeles,3881 Wilshire Blvd,1,1,0
2917,Nizam Indian Cuisine,(310) 470-1441,90064,CA,Los Angeles,10871 W Pico Boulevard,1,1,0
2918,La Scala,(310) 275-0579,90210,CA,Beverly Hills,434 N Canon Dr,0,0,0
2919,LA Market,(213) 765-8630,90015,CA,Los Angeles,900 W Olympic Blvd Fl 1,1,1,1
2920,Pink Pepper,(323) 461-2462,90028,CA,Los Angeles,1638 N La Brea Ave,1,1,0
2921,Karl Strauss Brewing Company,(818) 753-2739,91608,CA,Universal City,1000 Universal Studios Blvd,0,0,1
2922,Morton's The Steakhouse,(310) 246-1501,90048,CA,Los Angeles,435 S La Cienega Blvd,0,0,0
2923,Toscanova,(310) 551-0499,90067,CA,Los Angeles,10250 Santa Monica Blvd.,1,1,0
2924,M Cafe,(310) 858-8459,90210,CA,Beverly Hills,9433 Brighton Way,1,1,0
2925,Gelato Bar,(818) 487-1717,91604,CA,Studio City,4342 Tujunga Ave,0,0,0
2926,Shaherzad Restaurant,(310) 470-3242,90024,CA,Los Angeles,1422 Westwood Blvd,1,1,0
2927,Joe Peep's New York Pizza,(818) 506-4133,91607,CA,Los Angeles,12460 Magnolia Blvd,1,1,0
2928,Petty Cash Taqueria,(323) 933-5300,90036,CA,Los Angeles,7360 Beverly Blvd,0,1,0
2929,JOEY Woodland Hills,(818) 340-5639,,CA,Los Angeles,6344 Topanga Canyon Blvd Ste 1010,0,1,0
2930,Bar Food,(310) 820-3274,90025,CA,Los Angeles,12217 Wilshire Blvd.,1,1,0
2931,Bucato,(310) 876-0286,90034,CA,Los Angeles,3280 Helms Ave,0,0,1
2932,PhoShow,(310) 398-5200,90230,CA,Culver City,4349 Sepulveda Blvd,0,0,0
2933,94th Aero Squadron,(818) 994-7437,91406,CA,Van Nuys,16320 raymer st,0,0,1
2934,Black Dog Coffee,(323) 933-1976,90036,CA,Los Angeles,5657 Wilshire Blvd,1,1,0
2935,Stand,(818) 788-2700,91316,CA,Los Angeles,17000 Ventura Blvd,1,1,0
2936,Chablis Food + Wine,(818) 343-9100,91356,CA,Tarzana,18588 Ventura Blvd.,1,1,1
2937,Messob Ethiopian,(323) 938-8827,90019,CA,Los Angeles,1041 S Fairfax Ave,1,1,0
2938,Green Leaves Vegan,(323) 664-2345,90027,CA,Los Angeles,1769 Hillhurst Ave,1,1,0
2939,Mantee,(818) 761-6565,91604,CA,Studio City,10962 Ventura Blvd,0,0,0
2940,Moles La Tia,(323) 263-7842,90022,CA,Los Angeles,4619 E Cesar E Chavez Ave #Av,0,0,0
2941,Wolfgang's Steakhouse By Wolfgang Zwiener,(310) 385-0640,90210,CA,Los Angeles,445 N Canon Dr,0,0,0
2942,Panini Cafe,(310) 247-8300,90210,CA,Los Angeles,9601 Santa Monica Blvd,0,0,0
2943,Fabrocini's Italian,(818) 342-4490,91356,CA,Los Angeles,18608 Ventura Blvd,0,0,0
2944,Hooters,(323) 962-3373,90028,CA,Los Angeles,6922 Hollywood Blvd,0,0,1
2945,Torung,(323) 464-2750,90028,CA,Los Angeles,5657 Hollywood Blvd,0,0,0
2946,Casablanca,(310) 392-5751,90291,CA,Venice,220 Lincoln Blvd,0,0,0
2947,Mercado - Los Angeles,(323) 944-0947,90048,CA,Los Angeles,7910 West 3rd St,0,0,0
2948,Akbar Cuisine of India,(310) 574-0666,90292,CA,Marina Del Rey,3115 Washington Blvd,0,0,0
2949,Kyushu Ramen,(818) 786-6005,91406,CA,Los Angeles,15355 Sherman Way,0,0,0
2950,Terrine,(323) 746-5130,90048,CA,Los Angeles,8265 Beverly Blvd,1,1,0
2951,House of Thai Taste,(310) 915-0123,90066,CA,Los Angeles,12824 Venice Blvd,1,1,0
2952,Jack n' Jill's Too,(310) 858-4900,90048,CA,Los Angeles,8738 W 3rd Street,1,1,0
2953,Le Pain Quotidien,(310) 859-1100,90210,CA,Beverly Hills,9630 Santa Monica Blvd,1,1,0
2954,Attari Grill,(310) 446-4660,90024,CA,Los Angeles,1388 Westwood Blvd,0,0,0
2955,Cooks County,(323) 653-8009,90048,CA,Los Angeles,8009 Beverly Blvd,0,0,0
2956,Marouch,(323) 662-9325,90029,CA,Los Angeles,4905 Santa Monica Blvd,1,1,0
2957,Shogun Sushi,(818) 349-9555,91324,CA,Northridge,10174 Reseda Blvd,0,0,0
2958,Crispy Crust,(323) 467-2000,90038,CA,Los Angeles,1253 N Vine St #6a,1,1,0
2959,Frying Fish,(213) 680-0567,90012,CA,Los Angeles,120 Japanese Village Plaza Mall,0,0,0
2960,Open Sesame,(323) 525-1698,90036,CA,Los Angeles,7458 Beverly Blvd,1,1,0
2961,Narai Thai Cuisine,(562) 928-4632,90241,CA,Downey,7611 Firestone Blvd,1,1,0
2962,The Good Pizza,(310) 215-1883,90045,CA,Los Angeles,7929 Emerson Ave,1,1,1
2963,Morton's The Steakhouse,(818) 703-7272,91367,CA,Los Angeles,6250 Canoga Ave Ste 111,0,0,0
2964,Max City BBQ,(323) 254-4227,90041,CA,Los Angeles,4729 Eagle Rock Blvd,1,1,0
2965,City Wok,(818) 506-4050,,,Los Angeles,10949 Ventura Boulevard,1,1,0
2966,Fat Sal's,(310) 208-5070,90024,CA,Los Angeles,972 Gayley Ave,1,1,0
2967,Calle Tacos,(323) 465-9100,90028,CA,Los Angeles,6506 Hollywood Blvd,1,1,0
2968,Le Saigon,(310) 312-2929,90025,CA,Los Angeles,11611 Santa Monica Blvd,0,0,0
2969,Costa Alegre,(213) 484-6121,90026,CA,Los Angeles,1901 W Sunset Blvd,1,1,1
2970,Something's Fishy,(818) 884-3880,91364,CA,Woodland Hills,21812 Ventura Blvd,1,1,0
2971,Alondra Hot Wings,(323) 722-2731,90640,CA,Montebello,616 W Whittier Blvd,0,0,0
2972,City Tavern,(213) 239-5654,90017,CA,Los Angeles,735 S Figueroa St,0,0,1
2973,Tinto Tapas,(323) 512-3095,90046,CA,Los Angeles,7511 Santa Monica Blvd,1,1,0
2974,Antonio's Pizzeria & Italian Restaurant,(818) 788-1103,91423,CA,Sherman Oaks,13619 Ventura Boulevard,1,1,1
2975,California Roll Factory,(310) 996-2366,90025,CA,Los Angeles,11629 Santa Monica Blvd,1,1,0
2976,Island Monarch Coffee,(310) 838-2739,90230,CA,Culver City,10818 Jefferson Boulevard,0,0,0
2977,Bun Me!,(818) 993-0438,91324,CA,Northridge,9420 Reseda Blvd Ste. 5,0,0,0
2978,Smoke City Market,(818) 855-1280,91401,CA,Los Angeles,5242 Van Nuys Blvd,1,1,0
2979,Vito's Pizza,(310) 652-6859,90069,CA,Los Angeles,846 N La Cienega Blvd,1,1,0
2980,SmithHouse Tap and Grill,(310) 432-4360,90025,CA,Los Angeles,10351 Santa Monica Blvd.,1,1,0
2981,L.A. Chapter,(213) 235-9660,90015,CA,Los Angeles,929 S Broadway,1,1,0
2982,Haus by Coffee Hunter,(213) 388-5311,90020,CA,Los Angeles,3826 W 6th St,1,1,1
2983,Tropicalia Brazilian Grill,(323) 644-1798,90027,CA,Los Angeles,1966 Hillhurst Ave,0,0,0
2984,Shaky Alibi,(323) 938-5282,90036,CA,Los Angeles,7401 Beverly Blvd.,0,0,0
2985,Lulu's Cafe,(323) 938-6095,90036,CA,Los Angeles,7149 Beverly Blvd,1,1,1
2986,Simbal Restaurant,(213) 626-0244,90012,CA,Los Angeles,319 E 2nd Street,0,0,0
2987,Happy Ending Bar,(323) 469-7038,90028,CA,Los Angeles,7038 W Sunset Blvd,0,0,0
2988,Miru 8691,(310) 777-8378,90212,CA,Los Angeles,9162 W Olympic Blvd,0,0,0
2989,Il Buco,(310) 657-1345,90211,CA,Los Angeles,107 N Robertson Blvd,0,0,1
2990,Crossroads,(323) 782-9245,90048,CA,Los Angeles,8284 Melrose Ave,0,0,0
2991,Pump Restaurant,(310) 657-7867,90069,CA,West Hollywood,8948 Santa Monica Blvd,0,0,0
2992,Stella Barra,(323) 301-4001,90028,CA,Los Angeles,6372 West Sunset Boulevard,1,1,0
2993,Piknic,(310) 496-3966,90094,CA,Playa Vista,13020 Pacific Promenade,1,1,1
2994,FoodLab,(323) 851-7120,90046,CA,West Hollywood,7253 Santa Monica Blvd,1,1,0
2995,Eddie's Italian Restaurant,(310) 822-0095,90292,CA,Marina Del Rey,4002 Lincoln Blvd,1,1,0
2996,Barrique,(310) 399-9010,90291,CA,Los Angeles,796 Main Street,0,1,0
2997,Kiriko,(310) 478-7769,90064,CA,Los Angeles,11301 W Olympic Blvd,0,0,0
2998,Purgatory Pizza,(323) 262-5310,90033,CA,Los Angeles,1326 E 1st St,1,1,0
2999,Take a Bao,(818) 691-7223,91604,CA,Studio City,11838 Ventura Blvd,1,1,1
3000,DeSano Pizza,(323) 913-7000,90029,CA,Los Angeles,4959 Santa Monica Blvd,0,0,0
3001,Zinque,(310) 437-0970,90291,CA,Los Angeles,600 Venice Blvd,1,1,1
3002,Cowboys & Turbans,(213) 483-7778,90026,CA,Los Angeles,2815 W Sunset Blvd,1,1,0
3003,Superba Food and Bread,(310) 907-5075,90291,CA,Los Angeles,1900 Lincoln Blvd,1,1,0
3004,Streets Of India Cafe,(818) 325-2500,91436,CA,Encino,16260 Ventura Blvd,1,1,0
